id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_win
15808,North Melbourne Kangaroos,QF,1994-09-10,1994,H,Hawthorn Hawks,2.3 6.12 9.12 12.19 13.23 15.24,114,4.5 5.7 10.11 13.13 13.13 13.13,91,W,23,Waverley Park,38223.0,15,24,13,13,1
8874,Sydney Swans,12,2019-06-09,2019,H,West Coast Eagles,4.1 9.6 14.7 18.8,116,3.2 6.3 7.8 10.11,71,W,45,Sydney Cricket Ground,36640.0,18,8,10,11,1
9628,W. Bulldogs,9,2000-05-05,2000,H,St Kilda Saints,3.5 9.5 10.7 16.9,105,4.1 7.5 15.8 16.8,104,W,1,Marvel Stadium,35505.0,16,9,16,8,1
9631,W. Bulldogs,12,2000-05-28,2000,H,Melbourne Demons,3.3 4.6 10.7 16.12,108,6.3 10.4 12.5 13.5,83,W,25,Marvel Stadium,26180.0,16,12,13,5,1
9634,W. Bulldogs,15,2000-06-18,2000,H,North Melbourne Kangaroos,3.4 7.6 13.9 16.10,106,5.2 11.7 13.9 15.12,102,W,4,Marvel Stadium,27695.0,16,10,15,12,1
9639,W. Bulldogs,20,2000-07-22,2000,H,Collingwood Magpies,3.2 9.5 14.9 15.10,100,2.3 4.6 8.11 13.13,91,W,9,Marvel Stadium,30342.0,15,10,13,13,1
9641,W. Bulldogs,22,2000-08-04,2000,H,Hawthorn Hawks,3.2 5.3 7.8 9.12,66,3.3 7.8 10.11 11.15,81,L,-15,Marvel Stadium,45527.0,9,12,11,15,0
9643,W. Bulldogs,1,2001-03-31,2001,H,St Kilda Saints,2.4 10.6 14.9 16.11,107,5.5 9.6 15.11 16.16,112,L,-5,Marvel Stadium,30047.0,16,11,16,16,0
9659,W. Bulldogs,17,2001-07-27,2001,H,Richmond Tigers,5.3 7.5 12.8 15.10,100,4.4 8.9 11.10 15.12,102,L,-2,Marvel Stadium,43595.0,15,10,15,12,0
9664,W. Bulldogs,22,2001-09-02,2001,H,Melbourne Demons,4.3 10.3 12.5 19.9,123,4.1 9.3 17.6 21.7,133,L,-10,Marvel Stadium,21146.0,19,9,21,7,0
9665,W. Bulldogs,1,2002-03-31,2002,H,Adelaide Crows,4.5 8.9 10.15 12.21,93,3.5 9.9 12.12 16.16,112,L,-19,Marvel Stadium,18475.0,12,21,16,16,0
9668,W. Bulldogs,4,2002-04-20,2002,H,Brisbane Lions,0.1 5.2 10.4 12.6,78,2.3 6.6 11.7 14.10,94,L,-16,Marvel Stadium,23928.0,12,6,14,10,0
10653,Brisbane Lions,2,1997-04-06,1997,H,St Kilda Saints,7.3 14.7 19.10 23.16,154,1.2 4.4 5.8 7.15,57,W,97,The Gabba,17123.0,23,16,7,15,1
10655,Brisbane Lions,4,1997-04-20,1997,H,North Melbourne Kangaroos,2.6 8.11 10.14 15.19,109,1.3 3.5 10.7 12.11,83,W,26,The Gabba,18575.0,15,19,12,11,1
10658,Brisbane Lions,7,1997-05-11,1997,H,West Coast Eagles,2.5 4.8 7.12 8.12,60,3.3 6.6 13.7 21.13,139,L,-79,The Gabba,17524.0,8,12,21,13,0
10660,Brisbane Lions,9,1997-05-25,1997,H,Geelong Cats,4.4 12.9 15.9 19.12,126,4.3 5.3 12.6 15.8,98,W,28,The Gabba,19828.0,19,12,15,8,1
10661,Brisbane Lions,10,1997-06-01,1997,H,Sydney Swans,1.3 5.9 9.11 13.14,92,3.2 6.4 8.10 13.11,89,W,3,The Gabba,20403.0,13,14,13,11,1
10845,Carlton Blues,5,1988-04-30,1988,H,Collingwood Magpies,0.5 2.7 6.9 10.9,69,4.5 6.8 8.11 14.13,97,L,-28,Waverley Park,76354.0,10,9,14,13,0
10846,Carlton Blues,6,1988-05-07,1988,H,St Kilda Saints,0.1 4.4 7.8 10.12,72,2.4 2.5 3.5 4.8,32,W,40,Princes Park,15617.0,10,12,4,8,1
10940,Carlton Blues,10,1992-05-23,1992,H,Essendon Bombers,4.1 6.3 12.4 18.8,116,2.4 3.15 4.18 7.22,64,W,52,Princes Park,27993.0,18,8,7,22,1
10988,Carlton Blues,13,1994-06-18,1994,H,St Kilda Saints,7.1 10.4 15.9 22.13,145,2.2 5.2 9.3 10.5,65,W,80,Princes Park,22927.0,22,13,10,5,1
9669,W. Bulldogs,5,2002-04-26,2002,H,Melbourne Demons,1.9 5.14 8.17 10.21,81,2.2 5.6 10.8 15.14,104,L,-23,Marvel Stadium,30789.0,10,21,15,14,0
9670,W. Bulldogs,6,2002-05-04,2002,H,Carlton Blues,5.5 8.7 11.11 14.12,96,3.2 5.5 8.7 9.14,68,W,28,Marvel Stadium,29783.0,14,12,9,14,1
11173,Collingwood Magpies,7,1985-05-11,1985,H,Fitzroy Lions,3.0 4.6 7.14 11.15,81,8.1 16.5 19.7 25.10,160,L,-79,Victoria Park,22964.0,11,15,25,10,0
11219,Collingwood Magpies,9,1987-05-23,1987,H,St Kilda Saints,6.7 10.8 15.12 15.15,105,3.3 8.5 11.6 15.9,99,W,6,Victoria Park,20076.0,15,15,15,9,1
11222,Collingwood Magpies,12,1987-06-13,1987,H,Fitzroy Lions,3.5 8.8 10.10 15.16,106,4.5 8.7 10.11 11.14,80,W,26,Victoria Park,17840.0,15,16,11,14,1
11266,Collingwood Magpies,10,1989-06-03,1989,H,Geelong Cats,4.3 9.4 12.8 13.10,88,6.2 10.7 15.11 23.16,154,L,-66,Melbourne Cricket Ground,65185.0,13,10,23,16,0
11311,Collingwood Magpies,6,1991-04-25,1991,H,Melbourne Demons,2.7 7.11 8.15 10.17,77,1.2 8.3 13.6 17.11,113,L,-36,Waverley Park,55735.0,10,17,17,11,0
11313,Collingwood Magpies,9,1991-05-18,1991,H,Geelong Cats,6.3 9.5 12.8 13.12,90,3.5 5.13 11.18 18.24,132,L,-42,Victoria Park,26262.0,13,12,18,24,0
11357,Collingwood Magpies,8,1993-05-15,1993,H,Hawthorn Hawks,6.1 7.4 12.7 14.10,94,3.6 4.9 7.14 10.16,76,W,18,Victoria Park,29880.0,14,10,10,16,1
11403,Collingwood Magpies,10,1995-06-03,1995,H,Fitzroy Lions,1.3 4.7 6.12 13.15,93,4.2 6.9 9.14 10.19,79,W,14,Victoria Park,23356.0,13,15,10,19,1
11639,Essendon Bombers,16,1988-07-16,1988,H,Fitzroy Lions,3.2 7.7 11.7 16.14,110,3.2 5.6 6.8 9.12,66,W,44,Windy Hill,14477.0,16,14,9,12,1
11642,Essendon Bombers,19,1988-08-06,1988,H,Geelong Cats,2.4 7.8 11.12 12.18,90,6.5 10.9 17.10 24.13,157,L,-67,Windy Hill,15636.0,12,18,24,13,0
11686,Essendon Bombers,16,1990-07-21,1990,H,Melbourne Demons,5.6 9.8 13.12 15.16,106,3.2 7.5 9.9 17.12,114,L,-8,Windy Hill,19945.0,15,16,17,12,0
11732,Essendon Bombers,15,1992-06-27,1992,H,West Coast Eagles,2.4 4.6 7.6 9.8,62,4.4 12.5 16.11 20.17,137,L,-75,Melbourne Cricket Ground,32849.0,9,8,20,17,0
11733,Essendon Bombers,16,1992-07-04,1992,H,St Kilda Saints,5.3 10.7 15.12 16.15,111,2.2 8.7 9.14 11.17,83,W,28,Melbourne Cricket Ground,42461.0,16,15,11,17,1
12016,Fitzroy Lions,18,1987-08-01,1987,H,Geelong Cats,4.4 7.5 15.7 20.9,129,2.4 6.7 7.13 12.15,87,W,42,Princes Park,8434.0,20,9,12,15,1
12062,Fitzroy Lions,20,1989-08-19,1989,H,Collingwood Magpies,1.1 3.5 4.8 10.11,71,4.7 7.10 10.17 14.20,104,L,-33,Waverley Park,42117.0,10,11,14,20,0
9675,W. Bulldogs,11,2002-06-09,2002,H,Fremantle Dockers,7.3 12.6 16.10 22.13,145,3.2 6.4 10.4 12.8,80,W,65,Princes Park,11539.0,22,13,12,8,1
9676,W. Bulldogs,12,2002-06-21,2002,H,St Kilda Saints,5.4 10.11 13.15 19.19,133,4.2 7.4 12.5 13.8,86,W,47,Marvel Stadium,29453.0,19,19,13,8,1
10893,Carlton Blues,6,1990-05-05,1990,H,North Melbourne Kangaroos,3.1 6.7 14.8 20.13,133,4.6 8.11 11.15 14.19,103,W,30,Princes Park,17555.0,20,13,14,19,1
12111,Fitzroy Lions,4,1992-04-11,1992,H,Adelaide Crows,3.3 10.5 14.12 19.16,130,5.1 7.5 12.10 14.13,97,W,33,Princes Park,8243.0,19,16,14,13,1
12112,Fitzroy Lions,5,1992-04-20,1992,H,St Kilda Saints,5.1 8.4 13.8 16.12,108,3.10 7.15 12.19 17.26,128,L,-20,Princes Park,20298.0,16,12,17,26,0
12157,Fitzroy Lions,8,1994-05-14,1994,H,North Melbourne Kangaroos,3.2 5.7 10.11 13.12,90,4.3 7.8 11.9 17.17,119,L,-29,Western Oval,11334.0,13,12,17,17,0
12207,Fitzroy Lions,13,1996-06-29,1996,H,Geelong Cats,1.1 6.1 6.2 6.3,39,7.8 14.10 20.15 25.16,166,L,-127,Western Oval,10504.0,6,3,25,16,0
12401,Geelong Cats,9,1986-05-25,1986,H,Hawthorn Hawks,2.2 7.6 9.12 12.14,86,8.0 9.1 12.1 19.5,119,L,-33,GMHBA Stadium,21646.0,12,14,19,5,0
9678,W. Bulldogs,14,2002-07-06,2002,H,Essendon Bombers,3.3 9.5 14.6 18.10,118,5.4 8.9 13.13 17.16,118,D,0,Marvel Stadium,44864.0,18,10,17,16,0
12496,Geelong Cats,12,1990-06-16,1990,H,Collingwood Magpies,4.9 8.10 11.12 12.16,88,2.1 7.5 11.8 14.15,99,L,-11,Waverley Park,53917.0,12,16,14,15,0
9679,W. Bulldogs,15,2002-07-12,2002,H,Hawthorn Hawks,3.3 8.6 12.8 14.9,93,2.2 8.7 10.11 17.14,116,L,-23,Marvel Stadium,35434.0,14,9,17,14,0
12499,Geelong Cats,15,1990-07-14,1990,H,Melbourne Demons,4.1 7.3 15.5 17.11,113,3.5 9.7 12.11 15.13,103,W,10,GMHBA Stadium,18265.0,17,11,15,13,1
12545,Geelong Cats,15,1992-06-28,1992,H,Western Bulldogs,4.3 6.9 9.16 14.18,102,2.1 5.3 10.5 14.9,93,W,9,GMHBA Stadium,27445.0,14,18,14,9,1
12829,Hawthorn Hawks,9,1987-05-23,1987,H,Essendon Bombers,6.7 11.10 19.13 25.15,165,1.2 1.3 3.3 7.9,51,W,114,Waverley Park,32634.0,25,15,7,9,1
12830,Hawthorn Hawks,10,1987-05-30,1987,H,St Kilda Saints,6.3 13.6 17.10 23.16,154,7.1 7.3 12.6 15.8,98,W,56,Waverley Park,15535.0,23,16,15,8,1
12876,Hawthorn Hawks,6,1989-05-06,1989,H,Geelong Cats,5.3 9.5 16.9 26.15,171,8.4 17.6 19.10 25.13,163,W,8,Princes Park,17430.0,26,15,25,13,1
12877,Hawthorn Hawks,7,1989-05-13,1989,H,Fitzroy Lions,4.3 8.7 17.12 25.15,165,4.0 8.3 9.5 13.6,84,W,81,Princes Park,16316.0,25,15,13,6,1
12878,Hawthorn Hawks,8,1989-05-20,1989,H,Sydney Swans,6.6 12.11 16.20 22.25,157,2.2 4.4 8.9 12.11,83,W,74,Princes Park,13148.0,22,25,12,11,1
12923,Hawthorn Hawks,7,1991-05-04,1991,H,West Coast Eagles,3.3 5.6 7.9 8.14,62,3.7 10.9 16.14 21.18,144,L,-82,Princes Park,18585.0,8,14,21,18,0
12924,Hawthorn Hawks,8,1991-05-11,1991,H,Carlton Blues,2.3 7.9 10.10 18.14,122,0.4 3.5 8.10 11.12,78,W,44,Waverley Park,29727.0,18,14,11,12,1
12973,Hawthorn Hawks,9,1993-05-22,1993,H,Richmond Tigers,6.2 12.5 16.8 20.11,131,2.3 5.5 14.6 19.7,121,W,10,Waverley Park,20316.0,20,11,19,7,1
9681,W. Bulldogs,17,2002-07-28,2002,H,North Melbourne Kangaroos,8.5 12.7 16.9 21.13,139,2.3 7.6 11.8 16.9,105,W,34,Marvel Stadium,31576.0,21,13,16,9,1
12976,Hawthorn Hawks,12,1993-06-19,1993,H,St Kilda Saints,6.3 12.6 15.10 23.14,152,5.0 7.2 10.6 11.8,74,W,78,Waverley Park,28975.0,23,14,11,8,1
13019,Hawthorn Hawks,11,1995-06-12,1995,H,Sydney Swans,4.4 8.7 14.10 17.11,113,2.5 3.10 5.14 9.17,71,W,42,Waverley Park,19737.0,17,11,9,17,1
1175,Brisbane Lions,3,2025-03-29,2025,H,Geelong Cats,2.2 3.4 7.7 10.10,70,3.4 7.6 7.6 9.7,61,W,9,The Gabba,27966.0,10,10,9,7,1
13246,North Melbourne Kangaroos,12,1988-06-18,1988,H,Melbourne Demons,1.1 6.3 7.9 10.14,74,3.5 3.11 4.14 7.19,61,W,13,Melbourne Cricket Ground,18078.0,10,14,7,19,1
13288,North Melbourne Kangaroos,10,1990-06-01,1990,H,West Coast Eagles,2.4 8.7 14.11 17.16,118,4.4 7.6 9.9 13.12,90,W,28,Melbourne Cricket Ground,9377.0,17,16,13,12,1
13330,North Melbourne Kangaroos,9,1992-05-15,1992,H,Fitzroy Lions,2.3 6.6 9.11 9.12,66,3.4 9.6 12.10 15.15,105,L,-39,Melbourne Cricket Ground,17371.0,9,12,15,15,0
13418,North Melbourne Kangaroos,5,1996-04-27,1996,H,Adelaide Crows,6.3 9.6 15.10 23.14,152,7.1 11.5 15.8 17.11,113,W,39,Melbourne Cricket Ground,32215.0,23,14,17,11,1
13419,North Melbourne Kangaroos,6,1996-05-03,1996,H,Geelong Cats,5.3 8.8 12.12 15.14,104,5.1 8.8 11.11 13.15,93,W,11,Melbourne Cricket Ground,50074.0,15,14,13,15,1
9682,W. Bulldogs,18,2002-08-04,2002,H,West Coast Eagles,5.2 13.2 18.6 22.10,142,5.2 11.5 13.6 14.7,91,W,51,Princes Park,11809.0,22,10,14,7,1
13594,Melbourne Demons,15,1986-07-05,1986,H,Essendon Bombers,2.2 5.4 7.8 8.12,60,7.4 15.8 19.13 27.20,182,L,-122,Melbourne Cricket Ground,21560.0,8,12,27,20,0
13595,Melbourne Demons,16,1986-07-12,1986,H,Hawthorn Hawks,2.1 3.3 4.11 6.14,50,6.5 12.9 15.11 17.15,117,L,-67,Waverley Park,10272.0,6,14,17,15,0
13641,Melbourne Demons,15,1988-07-09,1988,H,Sydney Swans,3.3 4.4 5.6 8.9,57,6.2 9.4 15.9 19.16,130,L,-73,Melbourne Cricket Ground,20269.0,8,9,19,16,0
13642,Melbourne Demons,16,1988-07-16,1988,H,Collingwood Magpies,1.1 7.3 11.5 14.10,94,0.4 1.6 3.8 6.12,48,W,46,Melbourne Cricket Ground,74964.0,14,10,6,12,1
13733,Melbourne Demons,10,1992-05-23,1992,H,North Melbourne Kangaroos,5.2 8.6 13.12 21.14,140,8.0 12.1 13.3 16.8,104,W,36,Melbourne Cricket Ground,18634.0,21,14,16,8,1
13734,Melbourne Demons,11,1992-05-30,1992,H,Carlton Blues,4.1 6.4 10.5 10.5,65,3.1 5.8 9.11 14.15,99,L,-34,Waverley Park,30177.0,10,5,14,15,0
9685,W. Bulldogs,21,2002-08-24,2002,H,Carlton Blues,1.1 5.4 12.6 14.13,97,9.3 11.5 13.7 15.9,99,L,-2,Marvel Stadium,22938.0,14,13,15,9,0
14055,Richmond Tigers,18,1986-08-02,1986,H,Fitzroy Lions,4.1 7.11 10.16 11.19,85,3.4 6.9 10.10 13.16,94,L,-9,Melbourne Cricket Ground,15200.0,11,19,13,16,0
14103,Richmond Tigers,22,1988-08-26,1988,H,Fitzroy Lions,3.4 8.7 13.15 23.19,157,2.3 4.7 5.10 7.12,54,W,103,Melbourne Cricket Ground,19496.0,23,19,7,12,1
14105,Richmond Tigers,2,1989-04-08,1989,H,Western Bulldogs,6.0 10.3 21.8 24.12,156,6.5 8.5 9.6 13.10,88,W,68,Melbourne Cricket Ground,22834.0,24,12,13,10,1
14197,Richmond Tigers,7,1993-05-08,1993,H,St Kilda Saints,4.1 9.9 16.16 19.22,136,5.1 9.4 13.5 16.8,104,W,32,Melbourne Cricket Ground,29296.0,19,22,16,8,1
14240,Richmond Tigers,7,1995-05-12,1995,H,Adelaide Crows,3.5 5.6 7.7 10.12,72,3.1 5.2 7.3 9.4,58,W,14,Melbourne Cricket Ground,38791.0,10,12,9,4,1
14471,St Kilda Saints,15,1988-07-09,1988,H,Carlton Blues,4.3 6.5 6.7 9.11,65,3.2 5.3 6.7 10.9,69,L,-4,People First Stadium,15416.0,9,11,10,9,0
9687,W. Bulldogs,1,2003-03-30,2003,H,Geelong Cats,7.5 9.7 14.13 19.16,130,3.3 6.8 9.11 13.13,91,W,39,Marvel Stadium,27931.0,19,16,13,13,1
13687,Melbourne Demons,11,1990-06-11,1990,H,Carlton Blues,4.3 10.5 14.6 15.9,99,3.2 5.4 10.9 13.15,93,W,6,Melbourne Cricket Ground,59782.0,15,9,13,15,1
15508,W. Bulldogs,20,1986-08-16,1986,H,Melbourne Demons,7.6 10.6 13.9 19.14,128,1.0 5.4 8.8 10.11,71,W,57,Western Oval,11924.0,19,14,10,11,1
14520,St Kilda Saints,20,1990-08-18,1990,H,Fitzroy Lions,4.5 7.7 11.12 17.15,117,4.0 10.3 15.5 18.8,116,W,1,People First Stadium,13712.0,17,15,18,8,1
14568,St Kilda Saints,EF,1992-09-05,1992,H,Collingwood Magpies,2.4 6.7 10.9 13.13,91,2.3 5.4 8.8 12.11,83,W,8,Waverley Park,74253.0,13,13,12,11,1
14613,St Kilda Saints,2,1995-04-09,1995,H,Richmond Tigers,2.2 4.3 7.5 9.15,69,6.2 9.4 14.7 14.11,95,L,-26,Waverley Park,26037.0,9,15,14,11,0
14802,Sydney Swans,10,1986-06-01,1986,H,Fitzroy Lions,4.4 9.8 13.11 18.18,126,5.3 8.9 12.14 14.17,101,W,25,Sydney Cricket Ground,23091.0,18,18,14,17,1
14850,Sydney Swans,10,1988-06-03,1988,H,Essendon Bombers,4.1 7.4 10.9 11.11,77,2.0 3.3 4.7 8.7,55,W,22,Sydney Cricket Ground,14753.0,11,11,8,7,1
14851,Sydney Swans,11,1988-06-10,1988,H,North Melbourne Kangaroos,6.7 10.13 15.20 18.24,132,5.4 10.8 14.10 19.11,125,W,7,Sydney Cricket Ground,11729.0,18,24,19,11,1
14896,Sydney Swans,12,1990-06-17,1990,H,Fitzroy Lions,2.6 3.7 7.11 10.11,71,3.2 7.9 10.13 17.14,116,L,-45,Sydney Cricket Ground,6136.0,10,11,17,14,0
14944,Sydney Swans,18,1992-07-17,1992,H,Collingwood Magpies,3.4 6.4 11.9 14.12,96,3.6 10.9 15.10 17.12,114,L,-18,Sydney Cricket Ground,15240.0,14,12,17,12,0
14946,Sydney Swans,20,1992-08-02,1992,H,Carlton Blues,4.0 12.3 16.7 20.10,130,5.5 8.8 14.12 21.13,139,L,-9,Sydney Cricket Ground,13265.0,20,10,21,13,0
15557,W. Bulldogs,3,1989-04-15,1989,H,North Melbourne Kangaroos,2.5 3.10 6.18 8.18,66,3.2 4.5 6.6 12.12,84,L,-18,Western Oval,14926.0,8,18,12,12,0
14992,Sydney Swans,24,1994-09-04,1994,H,Melbourne Demons,6.4 11.6 14.10 18.13,121,8.2 14.2 21.4 27.5,167,L,-46,Sydney Cricket Ground,8344.0,18,13,27,5,0
15085,Sydney Swans,QF,1998-09-05,1998,H,St Kilda Saints,4.2 9.8 11.11 12.17,89,3.1 6.4 11.8 13.9,87,W,2,Sydney Cricket Ground,36076.0,12,17,13,9,1
15133,West Coast Eagles,2,1988-04-08,1988,H,Essendon Bombers,4.4 11.9 17.13 26.19,175,4.1 8.6 11.8 11.10,76,W,99,WACA,24886.0,26,19,11,10,1
9689,W. Bulldogs,3,2003-04-13,2003,H,Melbourne Demons,2.3 6.6 10.8 14.11,95,7.2 11.5 17.6 20.7,127,L,-32,Marvel Stadium,20790.0,14,11,20,7,0
15180,West Coast Eagles,4,1990-04-20,1990,H,Carlton Blues,3.2 6.8 11.14 17.18,120,2.3 3.6 6.6 10.10,70,W,50,WACA,28568.0,17,18,10,10,1
15181,West Coast Eagles,5,1990-04-29,1990,H,Sydney Swans,6.4 10.10 12.11 19.14,128,2.2 4.3 9.6 10.7,67,W,61,Domain Stadium,25683.0,19,14,10,7,1
15226,West Coast Eagles,SF,1991-09-15,1991,H,Melbourne Demons,2.4 7.6 12.13 17.15,117,4.2 5.4 8.4 12.7,79,W,38,Waverley Park,41136.0,17,15,12,7,1
15227,West Coast Eagles,PF,1991-09-21,1991,H,Geelong Cats,4.6 6.9 8.12 11.13,79,1.2 2.6 5.7 8.16,64,W,15,Waverley Park,47638.0,11,13,8,16,1
9690,W. Bulldogs,4,2003-04-19,2003,H,Essendon Bombers,5.4 8.8 12.12 16.14,110,3.2 9.4 15.6 20.9,129,L,-19,Marvel Stadium,35238.0,16,14,20,9,0
15273,West Coast Eagles,22,1993-08-27,1993,H,Geelong Cats,4.3 8.7 12.11 14.12,96,5.2 8.6 11.8 17.14,116,L,-20,WACA,32121.0,14,12,17,14,0
15274,West Coast Eagles,EF,1993-09-04,1993,H,North Melbourne Kangaroos,5.3 9.10 11.12 17.18,120,3.1 5.2 8.3 11.3,69,W,51,Waverley Park,29147.0,17,18,11,3,1
15321,West Coast Eagles,21,1995-08-27,1995,H,Carlton Blues,6.1 11.1 12.6 16.8,104,4.3 9.7 11.11 15.15,105,L,-1,Domain Stadium,41705.0,16,8,15,15,0
9703,W. Bulldogs,17,2003-07-26,2003,H,Richmond Tigers,4.4 5.6 9.8 14.11,95,3.1 7.3 14.7 24.11,155,L,-60,Marvel Stadium,25204.0,14,11,24,11,0
15608,W. Bulldogs,11,1991-06-02,1991,H,Carlton Blues,2.5 4.6 6.8 8.9,57,0.3 0.7 0.9 1.10,16,W,41,Western Oval,16036.0,8,9,1,10,1
15651,W. Bulldogs,7,1993-05-08,1993,H,North Melbourne Kangaroos,4.2 8.5 13.5 17.8,110,7.3 13.5 17.9 22.9,141,L,-31,Western Oval,20942.0,17,8,22,9,0
15604,W. Bulldogs,7,1991-05-05,1991,H,richmond tigers,6.7 7.8 15.11 20.13,133,2.4 6.8 9.11 14.17,101,W,32,Western Oval,18644.0,20,13,14,17,1
15654,W. Bulldogs,10,1993-05-29,1993,H,hawthorn hawks,2.4 5.5 8.7 9.8,62,6.6 8.9 15.10 20.12,132,L,-70,Western Oval,19397.0,9,8,20,12,0
9704,W. Bulldogs,18,2003-08-01,2003,H,Melbourne Demons,3.6 7.8 11.11 14.17,101,5.4 7.4 8.6 12.8,80,W,21,Marvel Stadium,20714.0,14,17,12,8,1
9711,W. Bulldogs,3,2004-04-11,2004,H,Melbourne Demons,1.3 6.7 9.10 12.15,87,3.8 6.14 9.19 12.25,97,L,-10,Melbourne Cricket Ground,27767.0,12,15,12,25,0
9720,W. Bulldogs,12,2004-06-12,2004,H,St Kilda Saints,2.3 6.3 11.8 15.13,103,4.3 8.6 9.10 11.14,80,W,23,Melbourne Cricket Ground,28306.0,15,13,11,14,1
9722,W. Bulldogs,14,2004-07-04,2004,H,Fremantle Dockers,3.4 6.9 6.12 10.16,76,4.1 8.4 14.6 18.9,117,L,-41,Marvel Stadium,18734.0,10,16,18,9,0
9725,W. Bulldogs,17,2004-07-24,2004,H,Collingwood Magpies,1.3 3.8 7.12 8.18,66,3.5 6.9 9.12 17.13,115,L,-49,Marvel Stadium,32675.0,8,18,17,13,0
9727,W. Bulldogs,19,2004-08-07,2004,H,Hawthorn Hawks,3.2 8.4 12.7 16.13,109,5.1 11.3 15.3 19.6,120,L,-11,Marvel Stadium,22330.0,16,13,19,6,0
9728,W. Bulldogs,20,2004-08-14,2004,H,Port Adelaide Power,3.3 5.7 6.7 9.7,61,5.2 10.5 18.6 23.9,147,L,-86,TIO Stadium,13271.0,9,7,23,9,0
9732,W. Bulldogs,2,2005-04-02,2005,H,Melbourne Demons,1.4 6.8 10.15 15.21,111,6.4 12.9 17.12 20.17,137,L,-26,Marvel Stadium,26307.0,15,21,20,17,0
9733,W. Bulldogs,3,2005-04-10,2005,H,Richmond Tigers,3.1 6.7 8.14 11.18,84,3.4 5.9 7.14 12.16,88,L,-4,Marvel Stadium,30871.0,11,18,12,16,0
9735,W. Bulldogs,5,2005-04-23,2005,H,Adelaide Crows,2.4 6.8 15.9 21.14,140,4.3 9.9 10.10 16.13,109,W,31,Marvel Stadium,27900.0,21,14,16,13,1
9709,W. Bulldogs,1,2004-03-28,2004,H,West Coast Eagles,7.2 11.6 16.11 20.17,137,5.5 11.8 15.10 22.12,144,L,-7,Marvel Stadium,18841.0,20,17,22,12,0
9729,W. Bulldogs,21,2004-08-21,2004,H,North Melbourne Kangaroos,8.1 12.5 20.8 21.10,136,4.6 8.10 11.13 15.16,106,W,30,Marvel Stadium,24741.0,21,10,15,16,1
9747,W. Bulldogs,17,2005-07-23,2005,H,Geelong Cats,6.4 10.9 17.12 20.13,133,2.3 5.8 11.10 14.14,98,W,35,Marvel Stadium,29351.0,20,13,14,14,1
9749,W. Bulldogs,19,2005-08-06,2005,H,West Coast Eagles,7.3 13.9 17.11 21.14,140,2.4 6.8 10.12 14.13,97,W,43,Melbourne Cricket Ground,27693.0,21,14,14,13,1
9752,W. Bulldogs,22,2005-08-26,2005,H,Collingwood Magpies,9.4 12.7 15.10 21.15,141,2.2 4.9 10.14 14.16,100,W,41,Marvel Stadium,41947.0,21,15,14,16,1
9753,W. Bulldogs,1,2006-03-31,2006,H,Richmond Tigers,6.4 9.11 18.13 25.17,167,3.2 5.6 6.6 7.10,52,W,115,Marvel Stadium,43532.0,25,17,7,10,1
9754,W. Bulldogs,2,2006-04-08,2006,H,Melbourne Demons,2.5 6.8 15.13 20.17,137,5.5 8.9 11.11 12.18,90,W,47,Marvel Stadium,28478.0,20,17,12,18,1
9756,W. Bulldogs,4,2006-04-22,2006,H,Geelong Cats,3.5 8.9 10.11 14.14,98,4.2 8.5 10.10 14.13,97,W,1,Marvel Stadium,45922.0,14,14,14,13,1
9760,W. Bulldogs,8,2006-05-20,2006,H,Sydney Swans,4.0 8.4 10.6 14.6,90,6.3 10.5 16.9 17.14,116,L,-26,Sydney Cricket Ground,31756.0,14,6,17,14,0
9762,W. Bulldogs,10,2006-06-03,2006,H,Hawthorn Hawks,1.7 7.9 11.11 16.13,109,4.3 7.7 10.8 13.10,88,W,21,Marvel Stadium,29960.0,16,13,13,10,1
9766,W. Bulldogs,14,2006-07-09,2006,H,North Melbourne Kangaroos,2.3 4.7 10.8 12.10,82,4.2 7.7 10.13 13.16,94,L,-12,Melbourne Cricket Ground,28173.0,12,10,13,16,0
9771,W. Bulldogs,19,2006-08-12,2006,H,Port Adelaide Power,3.3 6.6 12.10 13.13,91,5.3 8.5 9.11 14.21,105,L,-14,TIO Stadium,14100.0,13,13,14,21,0
9772,W. Bulldogs,20,2006-08-19,2006,H,Adelaide Crows,3.4 5.5 11.7 16.9,105,1.4 6.11 10.12 14.14,98,W,7,Melbourne Cricket Ground,29988.0,16,9,14,14,1
9774,W. Bulldogs,22,2006-09-01,2006,H,Essendon Bombers,8.2 13.5 18.9 22.15,147,2.3 10.9 14.14 18.17,125,W,22,Marvel Stadium,42956.0,22,15,18,17,1
9777,W. Bulldogs,1,2007-04-01,2007,H,Geelong Cats,4.5 11.7 15.8 17.11,113,5.3 7.9 8.13 13.15,93,W,20,Marvel Stadium,42626.0,17,11,13,15,1
9778,W. Bulldogs,2,2007-04-08,2007,H,Adelaide Crows,4.1 5.2 6.5 11.6,72,4.5 8.10 14.12 16.14,110,L,-38,Melbourne Cricket Ground,27199.0,11,6,16,14,0
