id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,home_win
7409,Richmond Tigers,2,2008-03-30,2008,H,North Melbourne Kangaroos,3.1 7.4 10.7 13.8,86,7.4 11.4 18.5 20.7,127,L,-41,Melbourne Cricket Ground,39292.0,13,8,20,7,0
7415,Richmond Tigers,8,2008-05-17,2008,H,Geelong Cats,3.2 5.4 6.7 10.9,69,2.1 4.4 11.12 14.15,99,L,-30,Melbourne Cricket Ground,37275.0,10,9,14,15,0
7418,Richmond Tigers,11,2008-06-07,2008,H,Adelaide Crows,6.2 9.7 11.9 14.12,96,5.3 7.5 15.11 22.14,146,L,-50,Melbourne Cricket Ground,32767.0,14,12,22,14,0
7419,Richmond Tigers,12,2008-06-15,2008,H,Melbourne Demons,3.6 11.13 13.15 16.20,116,5.3 6.5 11.8 14.10,94,W,22,Marvel Stadium,27348.0,16,20,14,10,1
7421,Richmond Tigers,14,2008-06-28,2008,H,Carlton Blues,2.7 7.9 10.13 12.16,88,1.5 5.9 10.12 17.16,118,L,-30,Melbourne Cricket Ground,73503.0,12,16,17,16,0
7423,Richmond Tigers,16,2008-07-19,2008,H,Essendon Bombers,5.2 11.5 12.9 16.12,108,3.2 7.5 13.7 15.14,104,W,4,Melbourne Cricket Ground,56746.0,16,12,15,14,1
7436,Richmond Tigers,7,2009-05-09,2009,H,Brisbane Lions,4.5 7.6 8.10 10.11,71,1.4 7.5 9.7 15.7,97,L,-26,Melbourne Cricket Ground,34646.0,10,11,15,7,0
7427,Richmond Tigers,20,2008-08-17,2008,H,Hawthorn Hawks,5.2 10.5 13.6 16.9,105,2.5 4.10 7.15 10.16,76,W,29,Melbourne Cricket Ground,44523.0,16,9,10,16,1
7428,Richmond Tigers,21,2008-08-23,2008,H,Fremantle Dockers,3.6 8.8 11.12 15.15,105,5.1 10.3 13.5 15.8,98,W,7,Melbourne Cricket Ground,24881.0,15,15,15,8,1
7440,Richmond Tigers,11,2009-06-05,2009,H,Western Bulldogs,4.2 12.2 12.4 14.5,89,4.2 11.6 18.10 24.13,157,L,-68,Marvel Stadium,36483.0,14,5,24,13,0
7430,Richmond Tigers,1,2009-03-26,2009,H,Carlton Blues,3.4 6.7 8.10 9.13,67,8.4 13.5 18.9 23.12,150,L,-83,Melbourne Cricket Ground,86972.0,9,13,23,12,0
7443,Richmond Tigers,14,2009-07-04,2009,H,Adelaide Crows,2.1 5.3 8.5 13.7,85,5.3 9.6 14.9 15.12,102,L,-17,People First Stadium,11174.0,13,7,15,12,0
7438,Richmond Tigers,9,2009-05-23,2009,H,Essendon Bombers,5.5 9.8 10.12 12.13,85,3.1 7.4 13.6 19.11,125,L,-40,Melbourne Cricket Ground,73625.0,12,13,19,11,0
7441,Richmond Tigers,12,2009-06-13,2009,H,West Coast Eagles,5.6 8.8 10.12 13.14,92,2.0 6.2 9.7 11.11,77,W,15,Marvel Stadium,30117.0,13,14,11,11,1
7445,Richmond Tigers,16,2009-07-19,2009,H,North Melbourne Kangaroos,4.5 10.6 11.9 12.13,85,1.3 3.6 8.11 12.13,85,D,0,Melbourne Cricket Ground,30604.0,12,13,12,13,0
7448,Richmond Tigers,19,2009-08-09,2009,H,Sydney Swans,3.3 5.5 7.6 10.8,68,4.6 9.10 17.10 18.15,123,L,-55,Melbourne Cricket Ground,32216.0,10,8,18,15,0
7449,Richmond Tigers,20,2009-08-15,2009,H,Collingwood Magpies,2.1 3.3 6.5 8.11,59,7.8 13.13 20.18 22.20,152,L,-93,Melbourne Cricket Ground,63366.0,8,11,22,20,0
7452,Richmond Tigers,1,2010-03-25,2010,H,Carlton Blues,4.2 7.6 9.8 9.10,64,7.1 11.1 14.7 18.12,120,L,-56,Melbourne Cricket Ground,72010.0,9,10,18,12,0
7453,Richmond Tigers,2,2010-04-04,2010,H,Western Bulldogs,2.0 4.5 6.6 7.6,48,6.2 9.6 14.11 17.18,120,L,-72,Melbourne Cricket Ground,27358.0,7,6,17,18,0
7455,Richmond Tigers,4,2010-04-18,2010,H,Melbourne Demons,5.2 7.7 7.9 11.12,78,8.1 8.7 15.11 20.13,133,L,-55,Melbourne Cricket Ground,42594.0,11,12,20,13,0
7459,Richmond Tigers,8,2010-05-16,2010,H,Hawthorn Hawks,3.1 6.5 8.5 13.8,86,2.5 7.6 9.10 13.11,89,L,-3,Melbourne Cricket Ground,41563.0,13,8,13,11,0
7463,Richmond Tigers,12,2010-06-13,2010,H,West Coast Eagles,6.1 11.5 16.11 19.12,126,2.3 3.5 7.6 11.11,77,W,49,Melbourne Cricket Ground,30870.0,19,12,11,11,1
7465,Richmond Tigers,14,2010-07-04,2010,H,Sydney Swans,3.0 5.0 9.3 14.5,89,3.3 6.6 10.11 12.13,85,W,4,Melbourne Cricket Ground,39386.0,14,5,12,13,1
7466,Richmond Tigers,15,2010-07-10,2010,H,Fremantle Dockers,5.1 7.4 10.8 15.10,100,5.5 8.9 8.13 11.15,81,W,19,Marvel Stadium,25707.0,15,10,11,15,1
7467,Richmond Tigers,16,2010-07-18,2010,H,North Melbourne Kangaroos,1.5 4.7 4.8 7.11,53,2.4 6.9 11.12 15.13,103,L,-50,Melbourne Cricket Ground,42723.0,7,11,15,13,0
7469,Richmond Tigers,18,2010-08-01,2010,H,Adelaide Crows,4.4 5.4 11.7 15.10,100,3.2 7.11 9.13 11.14,80,W,20,Melbourne Cricket Ground,19181.0,15,10,11,14,1
7473,Richmond Tigers,22,2010-08-29,2010,H,Port Adelaide Power,2.6 3.9 9.13 16.16,112,2.6 12.8 14.11 18.14,122,L,-10,Marvel Stadium,37674.0,16,16,18,14,0
7476,Richmond Tigers,3,2011-04-09,2011,H,Hawthorn Hawks,1.3 2.7 4.11 6.16,52,7.1 11.6 13.12 17.13,115,L,-63,Melbourne Cricket Ground,46369.0,6,16,17,13,0
7477,Richmond Tigers,4,2011-04-15,2011,H,Collingwood Magpies,2.2 5.7 11.10 13.12,90,8.6 13.9 15.12 24.17,161,L,-71,Melbourne Cricket Ground,58050.0,13,12,24,17,0
7479,Richmond Tigers,6,2011-04-30,2011,H,Brisbane Lions,4.3 9.6 14.8 18.16,124,5.3 5.7 12.12 14.14,98,W,26,Melbourne Cricket Ground,37438.0,18,16,14,14,1
7480,Richmond Tigers,7,2011-05-07,2011,H,Fremantle Dockers,3.2 9.7 17.7 23.10,148,2.8 9.9 13.11 14.15,99,W,49,Melbourne Cricket Ground,34090.0,23,10,14,15,1
7482,Richmond Tigers,9,2011-05-21,2011,H,Essendon Bombers,2.3 6.5 13.8 16.9,105,2.2 6.6 9.10 13.11,89,W,16,Melbourne Cricket Ground,83563.0,16,9,13,11,1
7483,Richmond Tigers,10,2011-05-28,2011,H,Port Adelaide Power,1.2 4.9 7.10 10.14,74,1.4 3.6 9.9 13.11,89,L,-15,TIO Stadium,11506.0,10,14,13,11,0
7486,Richmond Tigers,14,2011-06-25,2011,H,Melbourne Demons,3.5 7.5 10.9 13.13,91,7.1 12.4 14.14 17.16,118,L,-27,Melbourne Cricket Ground,61900.0,13,13,17,16,0
7487,Richmond Tigers,15,2011-07-02,2011,H,Carlton Blues,1.4 4.6 6.8 12.9,81,5.2 11.7 20.13 28.16,184,L,-103,Melbourne Cricket Ground,59650.0,12,9,28,16,0
7489,Richmond Tigers,17,2011-07-16,2011,H,Gold Coast Suns,6.8 6.9 8.16 9.16,70,1.2 7.6 7.9 12.13,85,L,-15,Cazaly's Stadium,10832.0,9,16,12,13,0
7492,Richmond Tigers,21,2011-08-14,2011,H,Sydney Swans,1.4 5.8 8.12 14.15,99,2.6 3.9 5.11 7.14,56,W,43,Melbourne Cricket Ground,34337.0,14,15,7,14,1
7495,Richmond Tigers,24,2011-09-04,2011,H,North Melbourne Kangaroos,3.2 9.7 10.10 13.13,91,5.3 7.7 12.11 15.14,104,L,-13,Marvel Stadium,32890.0,13,13,15,14,0
7496,Richmond Tigers,1,2012-03-29,2012,H,Carlton Blues,3.4 5.6 10.7 12.9,81,3.2 8.7 11.13 18.17,125,L,-44,Melbourne Cricket Ground,78285.0,12,9,18,17,0
7498,Richmond Tigers,3,2012-04-14,2012,H,Melbourne Demons,4.4 6.8 15.11 20.13,133,2.3 5.6 6.6 11.8,74,W,59,Melbourne Cricket Ground,49826.0,20,13,11,8,1
7500,Richmond Tigers,5,2012-04-29,2012,H,West Coast Eagles,4.2 9.4 12.9 14.13,97,5.3 11.6 12.11 16.11,107,L,-10,Marvel Stadium,28464.0,14,13,16,11,0
7502,Richmond Tigers,7,2012-05-12,2012,H,Sydney Swans,5.6 7.9 8.11 13.13,91,0.2 2.7 6.9 8.14,62,W,29,Melbourne Cricket Ground,40352.0,13,13,8,14,1
7462,Richmond Tigers,11,2010-06-04,2010,H,st kilda saints,0.3 3.6 7.8 8.11,59,2.3 8.7 11.10 14.13,97,L,-38,Marvel Stadium,32858.0,8,11,14,13,0
7504,Richmond Tigers,9,2012-05-26,2012,H,Hawthorn Hawks,4.4 8.8 13.9 21.11,137,1.3 4.9 8.10 10.15,75,W,62,Melbourne Cricket Ground,51617.0,21,11,10,15,1
7506,Richmond Tigers,11,2012-06-09,2012,H,Fremantle Dockers,5.2 6.3 8.8 9.12,66,4.1 7.3 9.6 12.6,78,L,-12,Melbourne Cricket Ground,43801.0,9,12,12,6,0
7511,Richmond Tigers,17,2012-07-22,2012,H,North Melbourne Kangaroos,2.3 5.9 10.12 14.15,99,3.5 7.9 9.11 15.13,103,L,-4,Melbourne Cricket Ground,47432.0,14,15,15,13,0
7510,Richmond Tigers,16,2012-07-14,2012,H,Gold Coast Suns,2.2 4.3 10.7 13.10,88,4.2 7.9 9.9 13.12,90,L,-2,Cazaly's Stadium,10961.0,13,10,13,12,0
7514,Richmond Tigers,20,2012-08-12,2012,H,Western Bulldogs,6.4 10.10 17.16 22.18,150,2.3 6.4 12.5 12.8,80,W,70,Melbourne Cricket Ground,28286.0,22,18,12,8,1
7516,Richmond Tigers,22,2012-08-24,2012,H,Essendon Bombers,5.5 8.11 12.16 13.24,102,3.2 4.6 7.9 8.9,57,W,45,Melbourne Cricket Ground,47590.0,13,24,8,9,1
7517,Richmond Tigers,23,2012-09-02,2012,H,Port Adelaide Power,5.1 6.6 11.8 16.10,106,2.5 6.7 12.8 16.10,106,D,0,Melbourne Cricket Ground,27893.0,16,10,16,10,0
7520,Richmond Tigers,3,2013-04-14,2013,H,Western Bulldogs,4.9 7.11 13.14 20.15,135,2.1 3.3 6.5 10.8,68,W,67,Marvel Stadium,44045.0,20,15,10,8,1
7521,Richmond Tigers,4,2013-04-20,2013,H,Collingwood Magpies,3.3 6.5 8.6 11.13,79,1.4 5.8 13.12 16.17,113,L,-34,Melbourne Cricket Ground,81950.0,11,13,16,17,0
7523,Richmond Tigers,6,2013-05-04,2013,H,Geelong Cats,4.1 8.4 11.7 13.9,87,3.3 9.3 15.7 20.11,131,L,-44,Melbourne Cricket Ground,55625.0,13,9,20,11,0
7525,Richmond Tigers,8,2013-05-19,2013,H,Melbourne Demons,2.4 7.9 12.14 15.16,106,3.0 7.2 10.4 11.6,72,W,34,Melbourne Cricket Ground,39148.0,15,16,11,6,1
7528,Richmond Tigers,12,2013-06-15,2013,H,Adelaide Crows,5.2 9.7 11.10 16.14,110,2.1 5.4 6.10 10.12,72,W,38,Melbourne Cricket Ground,43615.0,16,14,10,12,1
7530,Richmond Tigers,14,2013-06-30,2013,H,St Kilda Saints,4.4 10.9 15.13 17.17,119,3.2 4.4 7.5 8.7,55,W,64,Melbourne Cricket Ground,52184.0,17,17,8,7,1
7532,Richmond Tigers,16,2013-07-13,2013,H,Gold Coast Suns,1.3 4.10 5.13 6.17,53,3.3 4.4 5.6 6.8,44,W,9,Cazaly's Stadium,11197.0,6,17,6,8,1
7533,Richmond Tigers,17,2013-07-21,2013,H,Fremantle Dockers,3.3 4.6 9.9 12.12,84,2.2 2.5 6.6 8.9,57,W,27,Melbourne Cricket Ground,40125.0,12,12,8,9,1
7536,Richmond Tigers,20,2013-08-10,2013,H,Brisbane Lions,6.2 11.7 11.9 14.13,97,1.3 4.4 7.7 11.8,74,W,23,Melbourne Cricket Ground,46961.0,14,13,11,8,1
7540,Richmond Tigers,EF,2013-09-08,2013,H,Carlton Blues,3.5 10.7 12.10 14.12,96,2.3 6.5 12.6 18.8,116,L,-20,Melbourne Cricket Ground,94690.0,14,12,18,8,0
7542,Richmond Tigers,2,2014-03-27,2014,H,Carlton Blues,6.3 10.6 12.12 14.14,98,2.4 5.5 9.7 12.14,86,W,12,Melbourne Cricket Ground,62037.0,14,14,12,14,1
7544,Richmond Tigers,4,2014-04-11,2014,H,Collingwood Magpies,1.4 2.7 3.10 10.12,72,4.3 7.5 10.10 16.14,110,L,-38,Melbourne Cricket Ground,62100.0,10,12,16,14,0
7546,Richmond Tigers,6,2014-04-27,2014,H,Hawthorn Hawks,2.0 3.1 4.6 7.10,52,4.7 6.9 14.10 18.10,118,L,-66,Melbourne Cricket Ground,52990.0,7,10,18,10,0
7548,Richmond Tigers,9,2014-05-17,2014,H,Melbourne Demons,2.3 4.8 6.16 9.20,74,1.3 4.5 9.6 14.7,91,L,-17,Melbourne Cricket Ground,56960.0,9,20,14,7,0
7552,Richmond Tigers,13,2014-06-14,2014,H,Fremantle Dockers,1.3 5.9 7.11 12.13,85,3.1 7.5 13.8 16.9,105,L,-20,Melbourne Cricket Ground,22074.0,12,13,16,9,0
7555,Richmond Tigers,16,2014-07-05,2014,H,Brisbane Lions,5.2 7.3 10.4 12.7,79,3.3 4.5 6.10 7.12,54,W,25,Melbourne Cricket Ground,34560.0,12,7,7,12,1
7556,Richmond Tigers,17,2014-07-13,2014,H,Port Adelaide Power,4.2 11.6 14.7 19.12,126,3.3 8.4 12.6 16.10,106,W,20,Marvel Stadium,21483.0,19,12,16,10,1
7558,Richmond Tigers,19,2014-08-02,2014,H,Greater Western Sydney Giants,3.2 8.5 10.10 13.11,89,2.3 2.7 6.10 8.14,62,W,27,Melbourne Cricket Ground,23093.0,13,11,8,14,1
7559,Richmond Tigers,20,2014-08-08,2014,H,Essendon Bombers,1.2 7.4 9.8 14.11,95,3.2 6.4 8.7 11.11,77,W,18,Melbourne Cricket Ground,58024.0,14,11,11,11,1
7561,Richmond Tigers,22,2014-08-24,2014,H,St Kilda Saints,6.0 8.3 13.5 15.8,98,2.2 4.7 5.9 10.12,72,W,26,Melbourne Cricket Ground,47188.0,15,8,10,12,1
7565,Richmond Tigers,2,2015-04-11,2015,H,Western Bulldogs,2.3 3.6 6.8 9.12,66,3.5 5.8 10.13 12.13,85,L,-19,Melbourne Cricket Ground,49945.0,9,12,12,13,0
7567,Richmond Tigers,4,2015-04-24,2015,H,Melbourne Demons,3.5 5.9 6.13 6.15,51,4.2 6.5 10.9 12.11,83,L,-32,Melbourne Cricket Ground,58175.0,6,15,12,11,0
7568,Richmond Tigers,5,2015-05-02,2015,H,Geelong Cats,0.5 2.6 6.8 11.10,76,2.2 7.4 9.9 12.13,85,L,-9,Melbourne Cricket Ground,45228.0,11,10,12,13,0
7570,Richmond Tigers,7,2015-05-17,2015,H,Collingwood Magpies,1.2 9.5 12.6 16.9,105,4.4 7.5 12.7 15.10,100,W,5,Melbourne Cricket Ground,59034.0,16,9,15,10,1
7572,Richmond Tigers,9,2015-05-30,2015,H,Essendon Bombers,3.2 5.6 7.10 10.12,72,1.4 3.7 6.8 8.11,59,W,13,Melbourne Cricket Ground,83804.0,10,12,8,11,1
7577,Richmond Tigers,15,2015-07-10,2015,H,Carlton Blues,2.2 4.5 8.7 10.11,71,1.4 2.7 4.9 5.11,41,W,30,Melbourne Cricket Ground,52564.0,10,11,5,11,1
7579,Richmond Tigers,17,2015-07-25,2015,H,Fremantle Dockers,1.4 5.8 8.14 10.18,78,1.4 5.6 8.9 12.10,82,L,-4,Melbourne Cricket Ground,39777.0,10,18,12,10,0
7582,Richmond Tigers,20,2015-08-16,2015,H,Gold Coast Suns,6.1 8.2 14.5 22.6,138,2.0 5.3 7.3 8.7,55,W,83,Melbourne Cricket Ground,38508.0,22,6,8,7,1
7574,Richmond Tigers,12,2015-06-19,2015,H,West Coast Eagles,4.2 8.3 10.6 10.10,70,4.3 7.6 12.8 13.12,90,L,-20,Melbourne Cricket Ground,45178.0,10,10,13,12,0
7586,Richmond Tigers,EF,2015-09-13,2015,H,North Melbourne Kangaroos,2.3 9.3 12.3 14.4,88,1.6 6.8 11.13 15.15,105,L,-17,Melbourne Cricket Ground,90186.0,14,4,15,15,0
7587,Richmond Tigers,1,2016-03-24,2016,H,Carlton Blues,4.1 7.2 10.6 14.8,92,4.4 5.7 11.9 12.11,83,W,9,Melbourne Cricket Ground,75706.0,14,8,12,11,1
7589,Richmond Tigers,3,2016-04-09,2016,H,Adelaide Crows,2.3 7.5 9.10 13.14,92,4.4 11.6 17.9 19.14,128,L,-36,Marvel Stadium,29951.0,13,14,19,14,0
7592,Richmond Tigers,6,2016-04-30,2016,H,Port Adelaide Power,2.2 5.4 8.10 8.11,59,2.7 7.10 11.13 13.16,94,L,-35,Melbourne Cricket Ground,27077.0,8,11,13,16,0
7576,Richmond Tigers,14,2015-07-04,2015,H,Greater Western Sydney Giants,1.4 3.7 5.12 10.18,78,2.3 4.6 8.9 10.9,69,W,9,Melbourne Cricket Ground,35968.0,10,18,10,9,1
7594,Richmond Tigers,8,2016-05-14,2016,H,Sydney Swans,3.5 6.10 7.15 14.17,101,5.3 6.5 11.9 15.10,100,W,1,Melbourne Cricket Ground,36014.0,14,17,15,10,1
7598,Richmond Tigers,12,2016-06-12,2016,H,Gold Coast Suns,4.2 8.7 9.9 17.12,114,3.2 6.3 11.7 15.7,97,W,17,Melbourne Cricket Ground,30448.0,17,12,15,7,1
7602,Richmond Tigers,17,2016-07-16,2016,H,Essendon Bombers,3.3 7.3 11.5 16.6,102,3.3 5.7 8.11 11.17,83,W,19,Melbourne Cricket Ground,44908.0,16,6,11,17,1
7605,Richmond Tigers,20,2016-08-05,2016,H,Collingwood Magpies,3.0 7.3 10.7 14.8,92,5.2 6.3 8.7 11.11,77,W,15,Melbourne Cricket Ground,49122.0,14,8,11,11,1
7606,Richmond Tigers,21,2016-08-14,2016,H,Geelong Cats,2.4 7.4 11.6 12.6,78,2.2 3.7 4.13 10.22,82,L,-4,Melbourne Cricket Ground,45667.0,12,6,10,22,0
7607,Richmond Tigers,22,2016-08-20,2016,H,St Kilda Saints,2.1 2.5 3.9 6.10,46,3.5 5.8 5.10 7.13,55,L,-9,Melbourne Cricket Ground,35255.0,6,10,7,13,0
7610,Richmond Tigers,2,2017-03-30,2017,H,Collingwood Magpies,2.4 3.5 9.8 14.15,99,2.4 4.9 7.13 11.14,80,W,19,Melbourne Cricket Ground,58236.0,14,15,11,14,1
7611,Richmond Tigers,3,2017-04-08,2017,H,West Coast Eagles,2.2 5.6 9.8 11.10,76,2.6 5.13 7.14 8.17,65,W,11,Melbourne Cricket Ground,42523.0,11,10,8,17,1
7613,Richmond Tigers,5,2017-04-24,2017,H,Melbourne Demons,3.1 6.6 7.11 12.16,88,3.4 7.6 11.7 11.9,75,W,13,Melbourne Cricket Ground,85657.0,12,16,11,9,1
7616,Richmond Tigers,8,2017-05-14,2017,H,Fremantle Dockers,2.1 5.1 5.5 10.10,70,2.3 5.6 9.11 10.12,72,L,-2,Melbourne Cricket Ground,31200.0,10,10,10,12,0
7618,Richmond Tigers,10,2017-05-27,2017,H,Essendon Bombers,4.4 6.9 9.12 11.15,81,6.0 8.1 10.3 10.6,66,W,15,Melbourne Cricket Ground,85656.0,11,15,10,6,1
7620,Richmond Tigers,13,2017-06-17,2017,H,Sydney Swans,5.3 7.6 9.7 10.11,71,0.4 3.5 7.6 12.8,80,L,-9,Melbourne Cricket Ground,58721.0,10,11,12,8,0
7624,Richmond Tigers,17,2017-07-16,2017,H,Brisbane Lions,4.4 5.8 9.13 16.16,112,1.3 4.6 6.8 12.9,81,W,31,Marvel Stadium,28188.0,16,16,12,9,1
7625,Richmond Tigers,18,2017-07-23,2017,H,Greater Western Sydney Giants,0.2 4.6 8.8 9.10,64,3.4 3.5 4.5 6.9,45,W,19,Melbourne Cricket Ground,33467.0,9,10,6,9,1
7627,Richmond Tigers,20,2017-08-06,2017,H,Hawthorn Hawks,5.4 6.8 9.10 13.15,93,1.3 2.5 4.8 9.10,64,W,29,Melbourne Cricket Ground,58342.0,13,15,9,10,1
7630,Richmond Tigers,23,2017-08-27,2017,H,St Kilda Saints,4.2 11.5 12.7 19.8,122,1.2 4.3 8.6 12.9,81,W,41,Melbourne Cricket Ground,69104.0,19,8,12,9,1
7632,Richmond Tigers,PF,2017-09-23,2017,H,Greater Western Sydney Giants,4.3 5.7 11.11 15.13,103,3.3 5.6 6.10 9.13,67,W,36,Melbourne Cricket Ground,94258.0,15,13,9,13,1
7634,Richmond Tigers,1,2018-03-22,2018,H,Carlton Blues,4.4 6.11 11.14 17.19,121,6.1 8.3 12.4 15.5,95,W,26,Melbourne Cricket Ground,90151.0,17,19,15,5,1
7636,Richmond Tigers,3,2018-04-08,2018,H,Hawthorn Hawks,5.3 8.7 12.11 15.12,102,2.4 5.6 7.8 13.11,89,W,13,Melbourne Cricket Ground,70701.0,15,12,13,11,1
7637,Richmond Tigers,4,2018-04-14,2018,H,Brisbane Lions,5.5 8.10 11.12 16.14,110,0.2 0.4 1.4 2.5,17,W,93,Melbourne Cricket Ground,32870.0,16,14,2,5,1
7640,Richmond Tigers,7,2018-05-06,2018,H,Fremantle Dockers,4.5 7.11 7.16 15.20,110,1.1 1.3 4.8 4.9,33,W,77,Melbourne Cricket Ground,43240.0,15,20,4,9,1
7643,Richmond Tigers,10,2018-05-26,2018,H,St Kilda Saints,3.3 6.4 10.9 15.15,105,2.0 4.3 9.5 12.5,77,W,28,Melbourne Cricket Ground,48850.0,15,15,12,5,1
7654,Richmond Tigers,22,2018-08-17,2018,H,Essendon Bombers,4.0 5.6 10.8 12.9,81,2.3 4.4 7.5 11.7,73,W,8,Melbourne Cricket Ground,76424.0,12,9,11,7,1
7647,Richmond Tigers,15,2018-06-28,2018,H,Sydney Swans,6.1 7.2 11.5 14.9,93,3.1 5.1 10.1 11.1,67,W,26,Marvel Stadium,43519.0,14,9,11,1,1
7648,Richmond Tigers,16,2018-07-06,2018,H,Adelaide Crows,2.3 7.8 9.10 15.13,103,1.3 4.4 7.6 8.8,56,W,47,Melbourne Cricket Ground,54934.0,15,13,8,8,1
7651,Richmond Tigers,19,2018-07-28,2018,H,Collingwood Magpies,5.2 8.3 11.6 16.9,105,2.1 7.1 11.2 12.5,77,W,28,Melbourne Cricket Ground,88180.0,16,9,12,5,1
7655,Richmond Tigers,23,2018-08-25,2018,H,Western Bulldogs,5.1 7.7 12.8 15.8,98,6.0 8.3 11.6 14.11,95,W,3,Melbourne Cricket Ground,56998.0,15,8,14,11,1
7656,Richmond Tigers,QF,2018-09-06,2018,H,Hawthorn Hawks,2.2 5.7 10.13 13.17,95,2.3 3.5 5.8 9.10,64,W,31,Melbourne Cricket Ground,91446.0,13,17,9,10,1
7657,Richmond Tigers,PF,2018-09-21,2018,H,Collingwood Magpies,1.3 2.8 6.10 8.10,58,5.2 10.4 12.7 15.7,97,L,-39,Melbourne Cricket Ground,94959.0,8,10,15,7,0
7659,Richmond Tigers,2,2019-03-28,2019,H,Collingwood Magpies,2.2 6.3 9.4 10.6,66,3.2 7.3 12.4 17.8,110,L,-44,Melbourne Cricket Ground,70699.0,10,6,17,8,0
7662,Richmond Tigers,5,2019-04-20,2019,H,Sydney Swans,3.3 9.5 11.9 13.11,89,2.1 4.2 6.3 10.7,67,W,22,Marvel Stadium,40053.0,13,11,10,7,1
7666,Richmond Tigers,9,2019-05-19,2019,H,Hawthorn Hawks,3.2 6.6 11.7 14.11,95,2.5 3.8 6.9 8.11,59,W,36,Melbourne Cricket Ground,64936.0,14,11,8,11,1
7669,Richmond Tigers,12,2019-06-07,2019,H,Geelong Cats,2.1 2.4 3.6 5.7,37,0.2 7.4 15.8 16.8,104,L,-67,Melbourne Cricket Ground,65214.0,5,7,16,8,0
7673,Richmond Tigers,17,2019-07-14,2019,H,Greater Western Sydney Giants,4.4 6.7 10.13 13.16,94,0.2 4.5 6.7 9.13,67,W,27,Melbourne Cricket Ground,38986.0,13,16,9,13,1
7674,Richmond Tigers,18,2019-07-20,2019,H,Port Adelaide Power,5.4 8.5 12.7 15.11,101,2.4 4.6 7.7 9.9,63,W,38,Melbourne Cricket Ground,41642.0,15,11,9,9,1
7677,Richmond Tigers,21,2019-08-11,2019,H,Carlton Blues,3.2 6.4 8.6 11.7,73,0.2 1.6 4.6 6.9,45,W,28,Melbourne Cricket Ground,51039.0,11,7,6,9,1
7678,Richmond Tigers,22,2019-08-18,2019,H,West Coast Eagles,3.1 6.5 8.8 13.10,88,7.1 8.2 9.3 13.4,82,W,6,Melbourne Cricket Ground,57415.0,13,10,13,4,1
7679,Richmond Tigers,23,2019-08-25,2019,H,Brisbane Lions,6.2 8.6 10.7 12.10,82,2.1 4.4 7.6 8.7,55,W,27,Melbourne Cricket Ground,76995.0,12,10,8,7,1
7681,Richmond Tigers,PF,2019-09-20,2019,H,Geelong Cats,3.3 4.5 9.7 12.13,85,4.3 7.8 8.9 9.12,66,W,19,Melbourne Cricket Ground,94423.0,12,13,9,12,1
7682,Richmond Tigers,GF,2019-09-28,2019,H,Greater Western Sydney Giants,2.3 7.5 12.9 17.12,114,1.2 1.6 2.7 3.7,25,W,89,Melbourne Cricket Ground,100014.0,17,12,3,7,1
7683,Richmond Tigers,1,2020-03-19,2020,H,Carlton Blues,7.2 11.3 14.5 16.9,105,2.1 3.5 8.7 12.9,81,W,24,Melbourne Cricket Ground,,16,9,12,9,1
7685,Richmond Tigers,3,2020-06-18,2020,H,Hawthorn Hawks,0.1 2.1 3.3 5.9,39,5.3 7.3 10.5 11.5,71,L,-32,Melbourne Cricket Ground,,5,9,11,5,0
7688,Richmond Tigers,6,2020-07-12,2020,H,Sydney Swans,3.3 3.5 4.7 4.10,34,1.3 2.3 2.5 3.8,26,W,8,The Gabba,,4,10,3,8,1
7689,Richmond Tigers,7,2020-07-18,2020,H,North Melbourne Kangaroos,4.3 6.5 9.7 11.11,77,0.0 2.3 2.6 2.11,23,W,54,People First Stadium,,11,11,2,11,1
7692,Richmond Tigers,10,2020-08-04,2020,H,Brisbane Lions,3.3 8.5 9.6 12.10,82,2.3 3.8 3.15 4.17,41,W,41,People First Stadium,,12,10,4,17,1
7696,Richmond Tigers,14,2020-08-27,2020,H,West Coast Eagles,1.1 5.2 11.2 14.4,88,1.0 4.2 8.6 9.7,61,W,27,People First Stadium,,14,4,9,7,1
7697,Richmond Tigers,15,2020-09-02,2020,H,Fremantle Dockers,2.2 4.3 4.4 8.8,56,1.0 1.2 3.4 4.5,29,W,27,People First Stadium,,8,8,4,5,1
7701,Richmond Tigers,SF,2020-10-09,2020,H,St Kilda Saints,5.1 9.1 10.4 12.8,80,2.2 3.6 5.11 6.13,49,W,31,People First Stadium,,12,8,6,13,1
7703,Richmond Tigers,GF,2020-10-24,2020,H,Geelong Cats,2.1 3.2 7.4 12.9,81,2.2 5.5 6.8 7.8,50,W,31,The Gabba,,12,9,7,8,1
7704,Richmond Tigers,1,2021-03-18,2021,H,Carlton Blues,3.3 8.5 10.8 15.15,105,3.2 6.6 8.12 11.14,80,W,25,Melbourne Cricket Ground,49218.0,15,15,11,14,1
7706,Richmond Tigers,3,2021-04-03,2021,H,Sydney Swans,1.3 4.6 7.9 10.12,72,2.5 10.10 15.12 17.15,117,L,-45,Melbourne Cricket Ground,43637.0,10,12,17,15,0
