player_id,year,team,is_finals,games_played,kicks,marks,handballs,disposals,goals,behinds,hit_outs,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,total_score,total_fantasy_points,total_percentage_played,avg_kicks,avg_marks,avg_handballs,avg_disposals,avg_goals,avg_behinds,avg_hit_outs,avg_tackles,avg_rebound_50s,avg_inside_50s,avg_clearances,avg_clangers,avg_free_kicks_for,avg_free_kicks_against,avg_contested_possessions,avg_uncontested_possessions,avg_contested_marks,avg_marks_inside_50,avg_one_percenters,avg_bounces,avg_goal_assists,avg_score,avg_fantasy_points,avg_percentage_played
43908,2021,North Melbourne Kangaroos,FALSE,22,160,80,154,314,12,4,655,42,9,54,76,58,35,25,2,158,163,13,12,86,0,7,76,1887,1994,7.3,3.6,7,14.3,0.5,0.2,29.8,1.9,0.4,2.5,3.5,2.6,1.6,1.1,7.2,7.4,0.6,0.5,3.9,0,0.3,3.5,85.8,90.6
43908,2022,North Melbourne Kangaroos,FALSE,22,106,58,180,286,16,6,527,42,16,42,73,63,30,34,0,166,133,18,12,106,0,11,102,1577,1883,4.8,2.6,8.2,13,0.7,0.3,24,1.9,0.7,1.9,3.3,2.9,1.4,1.5,7.5,6,0.8,0.5,4.8,0,0.5,4.6,71.7,85.6
43908,2023,North Melbourne Kangaroos,FALSE,20,99,45,161,260,4,2,584,38,23,35,73,56,34,28,0,173,97,18,3,70,0,9,26,1466,1586,5,2.3,8.1,13,0.2,0.1,29.2,1.9,1.2,1.8,3.7,2.8,1.7,1.4,8.7,4.9,0.9,0.2,3.5,0,0.5,1.3,73.3,79.3
43908,2024,Essendon Bombers,FALSE,14,44,25,99,143,2,1,344,26,2,24,41,30,26,18,NULL,81,63,6,3,36,NULL,5,13,838,1018,3.4,2.1,7.1,10.2,1,1,24.6,2.9,1,2.7,3.2,2.3,2,1.8,5.8,4.5,1.2,1,3.3,NULL,1,0.9,59.9,72.7
43908,2025,Essendon Bombers,FALSE,16,60,42,132,192,1,NULL,427,19,13,19,59,50,27,29,NULL,99,96,1,1,50,NULL,4,6,1019,1217,4,3,8.3,12,1,NULL,26.7,1.7,1.4,1.6,3.7,3.1,1.8,2.2,6.2,6,1,1,3.1,NULL,1,0.4,63.7,76.1
43909,2012,Greater Western Sydney Giants,FALSE,2,10,4,8,18,0,0,0,1,3,2,2,2,0,1,0,3,14,0,0,2,0,0,0,59,169,5,2,4,9,0,0,0,0.5,1.5,1,1,1,0,0.5,1.5,7,0,0,1,0,0,0,29.5,84.5
43909,2013,Greater Western Sydney Giants,FALSE,1,5,3,4,9,0,0,0,2,0,1,0,1,0,0,0,2,7,0,0,1,0,1,0,40,78,5,3,4,9,0,0,0,2,0,1,0,1,0,0,2,7,0,0,1,0,1,0,40,78
43909,2014,Greater Western Sydney Giants,FALSE,3,15,7,12,27,0,0,0,2,2,5,2,4,2,2,0,5,23,1,0,3,0,0,0,94,134,5,2.3,4,9,0,0,0,0.7,0.7,1.7,0.7,1.3,0.7,0.7,1.7,7.7,0.3,0,1,0,0,0,31.3,44.7
43910,2021,Adelaide Crows,FALSE,1,7,3,4,11,1,1,0,1,0,3,0,3,1,0,0,6,5,1,2,0,0,0,7,50,77,7,3,4,11,1,1,0,1,0,3,0,3,1,0,6,5,1,2,0,0,0,7,50,77
43910,2022,Adelaide Crows,FALSE,7,36,23,17,53,7,6,0,5,1,8,0,8,6,4,0,22,30,4,9,10,0,2,48,273,532,5.1,3.3,2.4,7.6,1,0.9,0,0.7,0.1,1.1,0,1.1,0.9,0.6,3.1,4.3,0.6,1.3,1.4,0,0.3,6.9,39,76
43910,2023,Adelaide Crows,FALSE,4,28,16,10,38,4,6,2,7,1,13,2,5,8,3,0,16,22,2,5,10,0,1,30,211,314,7,4,2.5,9.5,1,1.5,0.5,1.8,0.3,3.3,0.5,1.3,2,0.8,4,5.5,0.5,1.3,2.5,0,0.3,7.5,52.8,78.5
43910,2024,Adelaide Crows,FALSE,4,15,3,7,22,1,1,7,3,1,3,1,5,3,3,NULL,7,9,NULL,NULL,4,NULL,NULL,7,88,246,3.8,1.5,1.8,5.5,1,1,3.5,1.5,1,1,1,1.7,1.5,1.5,2.3,3,NULL,NULL,1.3,NULL,NULL,1.8,22,61.5
43913,2011,Sydney Swans,FALSE,2,8,4,7,15,1,2,0,3,0,2,1,2,1,0,0,6,10,0,1,2,0,0,8,71,145,4,2,3.5,7.5,0.5,1,0,1.5,0,1,0.5,1,0.5,0,3,5,0,0.5,1,0,0,4,35.5,72.5
43913,2014,Richmond Tigers,FALSE,11,79,41,33,112,9,6,0,25,6,23,3,24,6,13,0,44,75,2,8,5,6,3,60,553,722,7.2,3.7,3,10.2,0.8,0.5,0,2.3,0.5,2.1,0.3,2.2,0.5,1.2,4,6.8,0.2,0.7,0.5,0.5,0.3,5.5,50.3,65.6
43913,2014,Richmond Tigers,TRUE,1,8,6,8,16,2,0,0,4,0,4,0,0,1,0,0,6,9,0,1,3,0,1,12,87,89,8,6,8,16,2,0,0,4,0,4,0,0,1,0,6,9,0,1,3,0,1,12,87,89
43913,2015,Richmond Tigers,FALSE,9,55,31,46,101,7,6,0,11,2,24,1,20,4,7,0,36,66,2,10,5,2,1,48,425,561,6.1,3.4,5.1,11.2,0.8,0.7,0,1.2,0.2,2.7,0.1,2.2,0.4,0.8,4,7.3,0.2,1.1,0.6,0.2,0.1,5.3,47.2,62.3
43914,2011,Gold Coast Suns,FALSE,7,25,9,34,59,2,1,26,6,2,12,8,6,4,2,0,20,39,0,0,5,0,0,13,231,392,3.6,1.3,4.9,8.4,0.3,0.1,3.7,0.9,0.3,1.7,1.1,0.9,0.6,0.3,2.9,5.6,0,0,0.7,0,0,1.9,33,56
43914,2012,Gold Coast Suns,FALSE,1,1,2,7,8,0,0,1,3,0,1,0,0,0,0,0,3,6,0,0,3,0,0,0,36,89,1,2,7,8,0,0,1,3,0,1,0,0,0,0,3,6,0,0,3,0,0,0,36,89
43914,2013,Gold Coast Suns,FALSE,9,46,24,60,106,3,0,102,13,8,10,19,14,10,5,0,46,62,2,2,16,1,2,18,497,755,5.1,2.7,6.7,11.8,0.3,0,11.3,1.4,0.9,1.1,2.1,1.6,1.1,0.6,5.1,6.9,0.2,0.2,1.8,0.1,0.2,2,55.2,83.9
43914,2014,Gold Coast Suns,FALSE,3,18,4,16,34,1,1,54,5,5,8,8,6,2,1,0,14,17,1,1,9,0,1,7,178,247,6,1.3,5.3,11.3,0.3,0.3,18,1.7,1.7,2.7,2.7,2,0.7,0.3,4.7,5.7,0.3,0.3,3,0,0.3,2.3,59.3,82.3
43914,2015,Gold Coast Suns,FALSE,2,6,3,11,17,1,0,6,7,0,1,3,2,2,0,0,9,10,0,2,0,0,1,6,91,134,3,1.5,5.5,8.5,0.5,0,3,3.5,0,0.5,1.5,1,1,0,4.5,5,0,1,0,0,0.5,3,45.5,67
43914,2016,Carlton Blues,FALSE,4,27,17,25,52,4,3,36,8,0,7,7,9,2,5,0,18,35,3,5,13,0,2,27,264,277,6.8,4.3,6.3,13,1,0.8,9,2,0,1.8,1.8,2.3,0.5,1.3,4.5,8.8,0.8,1.3,3.3,0,0.5,6.8,66,69.3
43915,2023,Sydney Swans,FALSE,4,17,9,9,26,0,0,0,5,10,2,1,3,2,2,0,7,17,0,0,18,0,0,0,112,239,4.3,2.3,2.3,6.5,0,0,0,1.3,2.5,0.5,0.3,0.8,0.5,0.5,1.8,4.3,0,0,4.5,0,0,0,28,59.8
43916,2010,Richmond Tigers,FALSE,3,18,17,23,41,0,0,0,1,11,1,0,3,1,2,0,10,30,0,0,18,1,0,0,150,291,6,5.7,7.7,13.7,0,0,0,0.3,3.7,0.3,0,1,0.3,0.7,3.3,10,0,0,6,0.3,0,0,50,97
43916,2011,Richmond Tigers,FALSE,1,4,4,12,16,0,0,0,2,1,0,0,0,0,0,0,7,9,1,0,9,0,0,0,56,90,4,4,12,16,0,0,0,2,1,0,0,0,0,0,7,9,1,0,9,0,0,0,56,90
43917,2018,Western Bulldogs,FALSE,20,165,84,89,254,26,20,3,40,9,58,20,67,11,27,2,110,149,13,33,20,5,10,176,1194,1641,8.3,4.2,4.5,12.7,1.3,1,0.2,2,0.5,2.9,1,3.4,0.6,1.4,5.5,7.5,0.7,1.7,1,0.3,0.5,8.8,59.7,82.1
43917,2019,Western Bulldogs,FALSE,10,56,30,33,89,13,14,0,13,0,12,3,24,5,13,0,45,48,9,18,12,4,3,92,434,777,5.6,3,3.3,8.9,1.3,1.4,0,1.3,0,1.2,0.3,2.4,0.5,1.3,4.5,4.8,0.9,1.8,1.2,0.4,0.3,9.2,43.4,77.7
43917,2020,Western Bulldogs,FALSE,3,12,3,9,21,0,2,0,3,0,4,2,9,1,4,0,7,13,0,0,4,0,0,2,66,222,4,1,3,7,0,0.7,0,1,0,1.3,0.7,3,0.3,1.3,2.3,4.3,0,0,1.3,0,0,0.7,22,74
43919,2019,Gold Coast Suns,FALSE,3,18,11,17,35,0,0,0,4,9,0,1,5,3,1,0,16,19,0,0,25,0,0,0,137,273,6,3.7,5.7,11.7,0,0,0,1.3,3,0,0.3,1.7,1,0.3,5.3,6.3,0,0,8.3,0,0,0,45.7,91
43919,2020,Gold Coast Suns,FALSE,7,36,25,14,50,0,0,0,2,16,1,0,13,2,7,0,10,38,3,0,54,0,0,0,200,594,5.1,3.6,2,7.1,0,0,0,0.3,2.3,0.1,0,1.9,0.3,1,1.4,5.4,0.4,0,7.7,0,0,0,28.6,84.9
43919,2021,Gold Coast Suns,FALSE,12,52,42,33,85,0,1,82,8,10,4,11,25,3,10,0,32,57,3,0,71,0,0,1,436,967,4.3,3.5,2.8,7.1,0,0.1,6.8,0.7,0.8,0.3,0.9,2.1,0.3,0.8,2.7,4.8,0.3,0,5.9,0,0,0.1,36.3,80.6
43919,2022,Gold Coast Suns,FALSE,15,95,52,38,133,1,0,2,14,37,16,3,26,13,9,0,50,80,8,0,153,0,0,6,567,1355,6.3,3.5,2.5,8.9,0.1,0,0.1,0.9,2.5,1.1,0.2,1.7,0.9,0.6,3.3,5.3,0.5,0,10.2,0,0,0.4,37.8,90.3
43921,2005,West Coast Eagles,FALSE,2,7,2,5,12,3,0,0,2,0,2,0,1,2,1,0,8,4,2,2,2,0,0,18,62,110,3.5,1,2.5,6,1.5,0,0,1,0,1,0,0.5,1,0.5,4,2,1,1,1,0,0,9,31,55
43921,2006,West Coast Eagles,FALSE,22,188,123,87,275,9,3,9,24,48,32,6,36,17,22,0,69,202,10,6,65,20,2,57,1220,1808,8.5,5.6,4,12.5,0.4,0.1,0.4,1.1,2.2,1.5,0.3,1.6,0.8,1,3.1,9.2,0.5,0.3,3,0.9,0.1,2.6,55.5,82.2
43921,2006,West Coast Eagles,TRUE,2,19,7,10,29,0,0,3,6,6,3,1,4,4,1,0,11,18,0,0,5,0,0,0,126,162,9.5,3.5,5,14.5,0,0,1.5,3,3,1.5,0.5,2,2,0.5,5.5,9,0,0,2.5,0,0,0,63,81
43918,2007, Richmond Tigers ,FALSE,2,3,2,3,6,0,0,17,4,0,0,3,4,2,3,0,3,3,0,0,1,0,0,0,47,83,1.5,1,1.5,3,0,0,8.5,2,0,0,1.5,2,1,1.5,1.5,1.5,0,0,0.5,0,0,0,23.5,41.5
43918,2009, Richmond Tigers ,FALSE,16,46,55,104,150,5,3,227,46,10,6,14,29,17,19,0,53,97,5,8,21,1,4,33,915,1076,2.9,3.4,6.5,9.4,0.3,0.2,14.2,2.9,0.6,0.4,0.9,1.8,1.1,1.2,3.3,6.1,0.3,0.5,1.3,0.1,0.3,2.1,57.2,67.3
43918,2010, Richmond Tigers ,FALSE,15,63,47,97,160,6,4,288,51,9,17,29,28,12,19,0,73,79,14,8,45,0,4,40,1011,1072,4.2,3.1,6.5,10.7,0.4,0.3,19.2,3.4,0.6,1.1,1.9,1.9,0.8,1.3,4.9,5.3,0.9,0.5,3,0,0.3,2.7,67.4,71.5
43918,2011, Richmond Tigers ,FALSE,14,65,44,81,146,6,2,331,65,6,24,30,39,20,32,0,71,77,7,6,31,0,3,38,1042,1190,4.6,3.1,5.8,10.4,0.4,0.1,23.6,4.6,0.4,1.7,2.1,2.8,1.4,2.3,5.1,5.5,0.5,0.4,2.2,0,0.2,2.7,74.4,85
43918,2012, Richmond Tigers ,FALSE,1,6,3,5,11,1,0,19,2,2,2,1,3,1,1,0,5,4,1,1,3,0,0,6,68,93,6,3,5,11,1,0,19,2,2,2,1,3,1,1,5,4,1,1,3,0,0,6,68,93
43921,2007,West Coast Eagles,FALSE,5,37,23,17,54,1,0,3,5,9,6,0,6,4,2,0,14,41,2,0,9,4,1,6,241,334,7.4,4.6,3.4,10.8,0.2,0,0.6,1,1.8,1.2,0,1.2,0.8,0.4,2.8,8.2,0.4,0,1.8,0.8,0.2,1.2,48.2,66.8
43921,2008,West Coast Eagles,FALSE,6,36,20,33,69,0,1,0,9,11,1,5,8,2,5,0,21,47,3,0,26,0,1,1,258,459,6,3.3,5.5,11.5,0,0.2,0,1.5,1.8,0.2,0.8,1.3,0.3,0.8,3.5,7.8,0.5,0,4.3,0,0.2,0.2,43,76.5
43922,2013,Carlton Blues,FALSE,2,18,6,5,23,0,0,0,2,2,2,4,2,0,0,0,10,12,0,0,2,0,0,0,90,84,9,3,2.5,11.5,0,0,0,1,1,1,2,1,0,0,5,6,0,0,1,0,0,0,45,42
43922,2014,Carlton Blues,FALSE,8,62,29,24,86,2,2,0,20,6,11,9,6,8,1,0,34,54,1,0,5,1,2,14,420,483,7.8,3.6,3,10.8,0.3,0.3,0,2.5,0.8,1.4,1.1,0.8,1,0.1,4.3,6.8,0.1,0,0.6,0.1,0.3,1.8,52.5,60.4
43922,2015,Carlton Blues,FALSE,6,51,15,53,104,3,1,0,29,4,22,25,10,14,6,0,49,55,0,1,4,1,1,19,435,405,8.5,2.5,8.8,17.3,0.5,0.2,0,4.8,0.7,3.7,4.2,1.7,2.3,1,8.2,9.2,0,0.2,0.7,0.2,0.2,3.2,72.5,67.5
43922,2016,Carlton Blues,FALSE,12,118,56,102,220,2,9,1,59,15,30,21,35,10,10,0,73,150,1,6,6,0,2,21,964,964,9.8,4.7,8.5,18.3,0.2,0.8,0.1,4.9,1.3,2.5,1.8,2.9,0.8,0.8,6.1,12.5,0.1,0.5,0.5,0,0.2,1.8,80.3,80.3
43922,2017,Carlton Blues,FALSE,10,112,50,75,187,3,4,0,47,11,29,24,29,12,8,0,72,121,2,4,5,2,5,22,834,739,11.2,5,7.5,18.7,0.3,0.4,0,4.7,1.1,2.9,2.4,2.9,1.2,0.8,7.2,12.1,0.2,0.4,0.5,0.2,0.5,2.2,83.4,73.9
43922,2018,Carlton Blues,FALSE,10,88,37,79,167,1,5,0,29,6,28,22,23,8,9,0,57,109,1,5,5,1,3,11,641,737,8.8,3.7,7.9,16.7,0.1,0.5,0,2.9,0.6,2.8,2.2,2.3,0.8,0.9,5.7,10.9,0.1,0.5,0.5,0.1,0.3,1.1,64.1,73.7
43923,2024,Gold Coast Suns,FALSE,17,91,31,127,218,8,3,NULL,81,5,44,28,29,22,7,NULL,90,131,2,3,11,8,4,51,996,1157,5.7,1.9,7.5,12.8,1.1,1,NULL,5.1,1.3,3.4,2.2,2.9,1.7,1.4,5.6,7.7,1,1.5,1.4,2,1,3,58.6,68.1
43923,2025,Gold Coast Suns,FALSE,8,46,17,38,84,10,5,NULL,32,4,17,9,17,8,8,NULL,41,46,NULL,6,5,1,5,65,442,638,5.8,2.1,4.8,10.5,1.7,1.3,NULL,4,2,2.4,1.5,2.1,1.3,1.3,5.1,5.8,NULL,1.5,1.3,1,1.7,8.1,55.3,79.8
43924,2021,Hawthorn Hawks,FALSE,5,25,17,12,37,0,0,0,11,8,2,2,7,3,2,0,11,27,1,0,25,0,1,0,191,376,5,3.4,2.4,7.4,0,0,0,2.2,1.6,0.4,0.4,1.4,0.6,0.4,2.2,5.4,0.2,0,5,0,0.2,0,38.2,75.2
43924,2022,Hawthorn Hawks,FALSE,16,87,49,47,134,0,0,0,23,38,5,3,39,14,24,0,51,81,9,0,70,4,0,0,536,1264,5.4,3.1,2.9,8.4,0,0,0,1.4,2.4,0.3,0.2,2.4,0.9,1.5,3.2,5.1,0.6,0,4.4,0.3,0,0,33.5,79
43924,2023,Hawthorn Hawks,FALSE,7,25,19,14,39,4,1,0,3,3,9,0,12,5,7,0,15,23,3,4,11,0,0,25,181,445,3.6,2.7,2,5.6,0.6,0.1,0,0.4,0.4,1.3,0,1.7,0.7,1,2.1,3.3,0.4,0.6,1.6,0,0,3.6,25.9,63.6
43925,2003,Brisbane Lions,FALSE,2,3,3,6,9,0,0,0,0,0,1,0,1,0,0,0,3,6,0,0,1,0,1,0,30,45,1.5,1.5,3,4.5,0,0,0,0,0,0.5,0,0.5,0,0,1.5,3,0,0,0.5,0,0.5,0,15,22.5
43925,2004,St Kilda Saints,FALSE,2,8,2,9,17,0,0,0,3,2,5,1,3,2,1,0,5,13,0,0,0,1,1,0,59,127,4,1,4.5,8.5,0,0,0,1.5,1,2.5,0.5,1.5,1,0.5,2.5,6.5,0,0,0,0.5,0.5,0,29.5,63.5
43925,2005,St Kilda Saints,FALSE,5,28,13,16,44,0,3,0,6,2,8,2,3,0,1,0,9,33,1,0,7,4,2,3,179,366,5.6,2.6,3.2,8.8,0,0.6,0,1.2,0.4,1.6,0.4,0.6,0,0.2,1.8,6.6,0.2,0,1.4,0.8,0.4,0.6,35.8,73.2
43925,2006,St Kilda Saints,FALSE,22,276,119,180,456,10,10,1,32,105,85,25,51,15,9,5,98,342,0,3,62,116,7,70,1732,2142,12.5,5.4,8.2,20.7,0.5,0.5,0,1.5,4.8,3.9,1.1,2.3,0.7,0.4,4.5,15.5,0,0.1,2.8,5.3,0.3,3.2,78.7,97.4
43925,2006,St Kilda Saints,TRUE,1,6,4,9,15,0,0,0,3,2,2,1,1,1,0,0,7,8,0,0,0,1,0,0,61,100,6,4,9,15,0,0,0,3,2,2,1,1,1,0,7,8,0,0,0,1,0,0,61,100
43925,2007,St Kilda Saints,FALSE,20,258,115,112,370,9,6,0,29,68,78,15,49,8,18,2,84,271,1,3,52,71,10,60,1473,1964,12.9,5.8,5.6,18.5,0.5,0.3,0,1.5,3.4,3.9,0.8,2.5,0.4,0.9,4.2,13.6,0.1,0.2,2.6,3.6,0.5,3,73.7,98.2
43925,2008,St Kilda Saints,FALSE,22,258,91,196,454,18,12,1,45,50,94,31,46,14,15,5,115,333,4,6,47,44,10,120,1709,2058,11.7,4.1,8.9,20.6,0.8,0.5,0,2,2.3,4.3,1.4,2.1,0.6,0.7,5.2,15.1,0.2,0.3,2.1,2,0.5,5.5,77.7,93.5
43925,2008,St Kilda Saints,TRUE,3,33,10,25,58,2,1,1,8,4,11,1,12,3,3,0,12,47,0,1,3,5,1,13,219,295,11,3.3,8.3,19.3,0.7,0.3,0.3,2.7,1.3,3.7,0.3,4,1,1,4,15.7,0,0.3,1,1.7,0.3,4.3,73,98.3
43925,2009,St Kilda Saints,FALSE,21,315,103,189,504,12,22,2,57,47,126,38,58,15,14,2,120,382,5,8,33,43,11,94,1929,1839,15,4.9,9,24,0.6,1,0.1,2.7,2.2,6,1.8,2.8,0.7,0.7,5.7,18.2,0.2,0.4,1.6,2,0.5,4.5,91.9,87.6
43925,2009,St Kilda Saints,TRUE,3,38,15,32,70,0,1,0,4,9,10,3,9,1,0,0,17,52,2,0,10,1,1,1,241,277,12.7,5,10.7,23.3,0,0.3,0,1.3,3,3.3,1,3,0.3,0,5.7,17.3,0.7,0,3.3,0.3,0.3,0.3,80.3,92.3
43925,2010,St Kilda Saints,FALSE,14,188,66,129,317,9,6,0,27,34,49,17,29,9,6,1,64,247,0,3,16,7,8,60,1179,1133,13.4,4.7,9.2,22.6,0.6,0.4,0,1.9,2.4,3.5,1.2,2.1,0.6,0.4,4.6,17.6,0,0.2,1.1,0.5,0.6,4.3,84.2,80.9
43925,2010,St Kilda Saints,TRUE,4,34,12,27,61,0,0,0,15,6,8,2,9,1,0,0,14,46,0,0,7,1,1,0,253,320,8.5,3,6.8,15.3,0,0,0,3.8,1.5,2,0.5,2.3,0.3,0,3.5,11.5,0,0,1.8,0.3,0.3,0,63.3,80
43925,2011,St Kilda Saints,FALSE,19,230,86,182,412,5,12,0,45,57,74,25,43,7,9,3,92,319,2,4,41,12,7,42,1514,1638,12.1,4.5,9.6,21.7,0.3,0.6,0,2.4,3,3.9,1.3,2.3,0.4,0.5,4.8,16.8,0.1,0.2,2.2,0.6,0.4,2.2,79.7,86.2
43925,2011,St Kilda Saints,TRUE,1,17,7,9,26,0,0,0,2,5,4,0,3,0,0,0,0,25,0,0,3,1,2,0,98,87,17,7,9,26,0,0,0,2,5,4,0,3,0,0,0,25,0,0,3,1,2,0,98,87
43925,2012,St Kilda Saints,FALSE,17,219,90,138,357,6,6,0,43,45,64,25,30,8,7,1,97,258,2,3,46,6,3,42,1404,1515,12.9,5.3,8.1,21,0.4,0.4,0,2.5,2.6,3.8,1.5,1.8,0.5,0.4,5.7,15.2,0.1,0.2,2.7,0.4,0.2,2.5,82.6,89.1
43926,2009,Western Bulldogs,FALSE,1,1,2,7,8,0,1,0,1,0,1,0,2,0,2,0,4,4,0,0,1,0,0,1,22,65,1,2,7,8,0,1,0,1,0,1,0,2,0,2,4,4,0,0,1,0,0,1,22,65
43926,2010,Western Bulldogs,FALSE,17,136,98,107,243,27,14,0,45,7,29,13,24,16,6,3,79,159,8,29,32,10,12,176,1270,1379,8,5.8,6.3,14.3,1.6,0.8,0,2.6,0.4,1.7,0.8,1.4,0.9,0.4,4.6,9.4,0.5,1.7,1.9,0.6,0.7,10.4,74.7,81.1
43926,2010,Western Bulldogs,TRUE,3,17,11,10,27,2,3,0,4,1,3,1,3,3,0,0,9,18,0,3,2,2,1,15,138,246,5.7,3.7,3.3,9,0.7,1,0,1.3,0.3,1,0.3,1,1,0,3,6,0,1,0.7,0.7,0.3,5,46,82
43926,2011,Western Bulldogs,FALSE,16,90,63,79,169,16,7,1,43,2,27,2,31,13,13,0,69,103,7,17,15,1,7,103,867,1382,5.6,3.9,4.9,10.6,1,0.4,0.1,2.7,0.1,1.7,0.1,1.9,0.8,0.8,4.3,6.4,0.4,1.1,0.9,0.1,0.4,6.4,54.2,86.4
43926,2012,Western Bulldogs,FALSE,13,96,57,75,171,12,11,0,33,11,20,3,21,5,8,0,54,120,8,10,32,2,5,83,805,984,7.4,4.4,5.8,13.2,0.9,0.8,0,2.5,0.8,1.5,0.2,1.6,0.4,0.6,4.2,9.2,0.6,0.8,2.5,0.2,0.4,6.4,61.9,75.7
43926,2013,Western Bulldogs,FALSE,8,77,46,56,133,13,8,2,18,3,25,5,14,2,5,2,33,98,4,14,3,3,10,86,628,686,9.6,5.8,7,16.6,1.6,1,0.3,2.3,0.4,3.1,0.6,1.8,0.3,0.6,4.1,12.3,0.5,1.8,0.4,0.4,1.3,10.8,78.5,85.8
43926,2014,Western Bulldogs,FALSE,4,24,13,25,49,2,0,0,10,0,8,4,6,1,1,0,15,35,0,3,3,0,3,12,211,304,6,3.3,6.3,12.3,0.5,0,0,2.5,0,2,1,1.5,0.3,0.3,3.8,8.8,0,0.8,0.8,0,0.8,3,52.8,76
43926,2015,Western Bulldogs,FALSE,18,127,68,134,261,10,12,18,35,19,46,23,35,11,12,0,76,191,4,13,28,8,5,72,1058,1348,7.1,3.8,7.4,14.5,0.6,0.7,1,1.9,1.1,2.6,1.3,1.9,0.6,0.7,4.2,10.6,0.2,0.7,1.6,0.4,0.3,4,58.8,74.9
43926,2015,Western Bulldogs,TRUE,1,8,6,7,15,1,2,2,4,1,1,1,3,1,2,0,3,12,0,3,1,1,0,8,77,84,8,6,7,15,1,2,2,4,1,1,1,3,1,2,3,12,0,3,1,1,0,8,77,84
43926,2016,Gold Coast Suns,FALSE,13,84,53,78,162,11,6,0,26,8,16,10,24,14,12,0,55,106,4,8,12,1,7,72,721,1024,6.5,4.1,6,12.5,0.8,0.5,0,2,0.6,1.2,0.8,1.8,1.1,0.9,4.2,8.2,0.3,0.6,0.9,0.1,0.5,5.5,55.5,78.8
43926,2017,Gold Coast Suns,FALSE,1,4,3,12,16,0,1,0,4,1,0,0,1,1,1,0,5,9,0,0,0,0,0,1,60,77,4,3,12,16,0,1,0,4,1,0,0,1,1,1,5,9,0,0,0,0,0,1,60,77
43927,2007,Port Adelaide Power,FALSE,5,33,18,19,52,7,6,0,7,0,10,6,9,4,3,0,28,24,3,12,8,0,3,48,262,378,6.6,3.6,3.8,10.4,1.4,1.2,0,1.4,0,2,1.2,1.8,0.8,0.6,5.6,4.8,0.6,2.4,1.6,0,0.6,9.6,52.4,75.6
43927,2008,Port Adelaide Power,FALSE,10,76,52,55,131,15,12,1,12,2,25,15,26,9,12,0,54,78,7,22,10,6,12,102,618,730,7.6,5.2,5.5,13.1,1.5,1.2,0.1,1.2,0.2,2.5,1.5,2.6,0.9,1.2,5.4,7.8,0.7,2.2,1,0.6,1.2,10.2,61.8,73
43927,2009,Port Adelaide Power,FALSE,20,157,77,166,323,30,19,0,62,15,48,57,35,26,15,6,175,157,7,43,16,6,22,199,1462,1603,7.9,3.9,8.3,16.2,1.5,1,0,3.1,0.8,2.4,2.9,1.8,1.3,0.8,8.8,7.9,0.4,2.2,0.8,0.3,1.1,10,73.1,80.2
43927,2010,Port Adelaide Power,FALSE,11,81,34,79,160,18,12,0,36,1,26,24,22,11,10,3,77,83,5,19,11,6,3,120,748,847,7.4,3.1,7.2,14.5,1.6,1.1,0,3.3,0.1,2.4,2.2,2,1,0.9,7,7.5,0.5,1.7,1,0.5,0.3,10.9,68,77
43927,2011,Port Adelaide Power,FALSE,22,216,81,179,395,32,14,1,85,21,62,68,46,37,15,6,214,188,10,29,30,11,24,206,1788,1835,9.8,3.7,8.1,18,1.5,0.6,0,3.9,1,2.8,3.1,2.1,1.7,0.7,9.7,8.5,0.5,1.3,1.4,0.5,1.1,9.4,81.3,83.4
43927,2012,Port Adelaide Power,FALSE,2,13,6,16,29,2,4,1,9,1,4,4,6,4,4,0,15,17,1,4,3,0,1,16,134,160,6.5,3,8,14.5,1,2,0.5,4.5,0.5,2,2,3,2,2,7.5,8.5,0.5,2,1.5,0,0.5,8,67,80
43927,2013,Port Adelaide Power,FALSE,18,171,57,140,311,14,15,1,66,13,55,61,41,27,18,0,155,166,4,18,17,3,23,99,1301,1322,9.5,3.2,7.8,17.3,0.8,0.8,0.1,3.7,0.7,3.1,3.4,2.3,1.5,1,8.6,9.2,0.2,1,0.9,0.2,1.3,5.5,72.3,73.4
43927,2013,Port Adelaide Power,TRUE,2,16,5,10,26,1,0,0,6,3,8,3,8,3,6,0,10,17,0,0,1,0,1,6,98,159,8,2.5,5,13,0.5,0,0,3,1.5,4,1.5,4,1.5,3,5,8.5,0,0,0.5,0,0.5,3,49,79.5
43927,2014,Port Adelaide Power,FALSE,22,275,91,276,551,34,30,1,64,24,76,128,47,33,18,14,260,289,11,36,31,10,28,234,2120,1807,12.5,4.1,12.5,25,1.5,1.4,0,2.9,1.1,3.5,5.8,2.1,1.5,0.8,11.8,13.1,0.5,1.6,1.4,0.5,1.3,10.6,96.4,82.1
43927,2014,Port Adelaide Power,TRUE,3,27,6,44,71,8,3,0,5,2,5,17,12,9,7,0,38,32,1,4,11,2,5,51,246,257,9,2,14.7,23.7,2.7,1,0,1.7,0.7,1.7,5.7,4,3,2.3,12.7,10.7,0.3,1.3,3.7,0.7,1.7,17,82,85.7
