id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
2183,Collingwood Magpies,23,2016-08-28,2016,A,Hawthorn Hawks,4.2 9.6 11.8 17.9,111,2.4 7.7 13.8 17.10,112,L,-1,Melbourne Cricket Ground,52968,17,9,17,10
1932,	Collingwood Magpies,10,2006-06-03,2006,H,Brisbane Lions,3.5 6.6 11.10 16.13,109,2.2 5.5 8.7 12.11,83,W,26,Melbourne Cricket Ground,54820,16,13,12,11
2185,Collingwood Magpies,2,2017-03-30,2017,A,Richmond Tigers,2.4 4.9 7.13 11.14,80,2.4 3.5 9.8 14.15,99,L,-19,Melbourne Cricket Ground,58236,11,14,14,15
2186,Collingwood Magpies,3,2017-04-07,2017,A,Sydney Swans,4.4 7.4 9.8 11.14,80,1.1 5.7 7.11 11.13,79,W,1,Sydney Cricket Ground,35310,11,14,11,13
2187,Collingwood Magpies,4,2017-04-16,2017,H,St Kilda Saints,2.6 3.7 5.8 7.13,55,1.3 4.7 8.12 9.15,69,L,-14,Marvel Stadium,36650,7,13,9,15
2189,Collingwood Magpies,6,2017-04-30,2017,A,Geelong Cats,3.5 7.9 13.12 15.17,107,3.1 5.4 8.7 11.12,78,W,29,Melbourne Cricket Ground,46457,15,17,11,12
2190,Collingwood Magpies,7,2017-05-06,2017,H,Carlton Blues,1.3 3.5 7.6 8.8,56,3.4 6.5 11.5 12.7,79,L,-23,Melbourne Cricket Ground,70279,8,8,12,7
1840,	Collingwood Magpies,12,2002-06-16,2002,A,Fremantle Dockers,6.1 8.1 10.5 12.7,79,2.3 3.11 9.13 12.18,90,L,-11,"Domain Stadium
",33088,12,7,12,18
2177,Collingwood Magpies,17,2016-07-16,2016,A,Adelaide Crows,1.6 5.7 8.7 10.9,69,5.2 8.7 11.12 14.13,97,L,-28,"Adelaide Oval
",50012,10,9,14,13
1945,	Collingwood Magpies,EF,2006-09-10,2006,H,Western Bulldogs,5.6 6.9 6.13 11.14,80,4.2 8.7 14.10 18.13,121,L,-41,Melbourne Cricket Ground,84284,11,14,18,13
1950,	Collingwood Magpies,5,2007-04-25,2007,A,Essendon Bombers,1.5 5.12 9.16 12.23,95,3.4 6.6 8.10 11.13,79,W,16,Melbourne Cricket Ground,90508,12,23,11,13
1966,	Collingwood Magpies,21,2007-08-25,2007,H,Sydney Swans,3.6 9.8 12.10 15.11,101,4.0 7.4 8.6 11.10,76,W,25,Melbourne Cricket Ground,63842,15,11,11,10
1995,	Collingwood Magpies,2,2009-04-04,2009,H,Melbourne Demons,3.1 8.3 14.7 17.15,117,5.2 7.2 9.4 10.4,64,W,53,Melbourne Cricket Ground,43176,17,15,10,4
2003,	Collingwood Magpies,10,2009-05-31,2009,H,Port Adelaide Power,3.1 6.5 15.8 17.12,114,5.2 7.5 9.6 11.10,76,W,38,Melbourne Cricket Ground,34793,17,12,11,10
2196,Collingwood Magpies,14,2017-06-24,2017,H,Port Adelaide Power,1.0 4.3 6.7 9.8,62,4.3 6.8 11.11 13.15,93,L,-31,Melbourne Cricket Ground,35933,9,8,13,15
2006,	Collingwood Magpies,13,2009-06-27,2009,H,Fremantle Dockers,6.3 10.6 16.9 26.13,169,2.2 7.3 11.5 13.7,85,W,84,Melbourne Cricket Ground,44114,26,13,13,7
2198,Collingwood Magpies,16,2017-07-08,2017,H,Essendon Bombers,2.3 4.6 9.7 12.8,80,5.0 9.3 13.6 18.9,117,L,-37,Melbourne Cricket Ground,63537,12,8,18,9
2028,	Collingwood Magpies,10,2010-05-29,2010,A,Brisbane Lions,6.5 8.9 9.11 11.14,80,4.4 6.6 9.8 13.10,88,L,-8,The Gabba,34239,11,14,13,10
2201,Collingwood Magpies,19,2017-07-30,2017,H,Adelaide Crows,4.3 9.6 12.9 15.13,103,2.1 3.4 10.4 16.7,103,D,0,Melbourne Cricket Ground,33269,15,13,16,7
2202,Collingwood Magpies,20,2017-08-05,2017,A,North Melbourne Kangaroos,2.7 5.11 11.12 16.15,111,1.5 1.9 4.11 7.15,57,W,54,Marvel Stadium,33394,16,15,7,15
2203,Collingwood Magpies,21,2017-08-13,2017,A,Port Adelaide Power,1.3 4.4 8.8 10.11,71,2.4 7.8 10.11 14.14,98,L,-27,Adelaide Oval,37533,10,11,14,14
2205,Collingwood Magpies,23,2017-08-26,2017,H,Melbourne Demons,6.5 9.6 12.10 14.15,99,1.3 4.8 9.10 12.11,83,W,16,Melbourne Cricket Ground,51223,14,15,12,11
2206,Collingwood Magpies,1,2018-03-24,2018,A,Hawthorn Hawks,3.4 6.4 7.6 9.13,67,4.4 10.7 13.9 15.11,101,L,-34,Melbourne Cricket Ground,58051,9,13,15,11
2207,Collingwood Magpies,2,2018-03-31,2018,H,Greater Western Sydney Giants,3.2 5.3 9.7 12.7,79,4.1 6.2 10.2 15.5,95,L,-16,Melbourne Cricket Ground,30941,12,7,15,5
2208,Collingwood Magpies,3,2018-04-06,2018,A,Carlton Blues,4.0 9.4 13.4 16.4,100,3.2 3.4 7.8 11.10,76,W,24,Melbourne Cricket Ground,68548,16,4,11,10
2209,Collingwood Magpies,4,2018-04-13,2018,A,Adelaide Crows,5.2 8.5 11.9 16.10,106,1.1 3.2 6.3 9.4,58,W,48,Adelaide Oval,45495,16,10,9,4
2210,Collingwood Magpies,5,2018-04-25,2018,H,Essendon Bombers,4.4 6.9 8.14 14.17,101,3.3 4.4 4.8 7.10,52,W,49,Melbourne Cricket Ground,91440,14,17,7,10
2211,Collingwood Magpies,6,2018-04-29,2018,H,Richmond Tigers,2.2 5.7 7.9 10.10,70,3.4 4.9 8.14 16.17,113,L,-43,Melbourne Cricket Ground,72157,10,10,16,17
2212,Collingwood Magpies,7,2018-05-06,2018,A,Brisbane Lions,4.2 10.3 15.4 19.7,121,3.0 10.0 14.2 18.6,114,W,7,The Gabba,21850,19,7,18,6
2213,Collingwood Magpies,8,2018-05-13,2018,H,Geelong Cats,1.3 1.6 4.11 5.15,45,2.4 4.7 7.10 9.12,66,L,-21,Melbourne Cricket Ground,44602,5,15,9,12
2214,Collingwood Magpies,9,2018-05-19,2018,A,St Kilda Saints,3.3 7.6 14.7 15.10,100,3.5 7.7 9.9 10.12,72,W,28,Marvel Stadium,33994,15,10,10,12
2037,	Collingwood Magpies,19,2010-08-07,2010,A,Geelong Cats,4.5 8.9 12.15 14.23,107,3.1 9.4 11.8 12.13,85,W,22,Melbourne Cricket Ground,84401,14,23,12,13
2216,Collingwood Magpies,11,2018-06-03,2018,H,Fremantle Dockers,3.6 8.8 14.9 21.12,138,2.3 3.4 5.4 12.5,77,W,61,Melbourne Cricket Ground,34542,21,12,12,5
2217,Collingwood Magpies,12,2018-06-11,2018,A,Melbourne Demons,5.5 9.9 15.11 20.13,133,2.0 7.2 11.5 14.7,91,W,42,Melbourne Cricket Ground,83518,20,13,14,7
2072,	Collingwood Magpies,3,2012-04-13,2012,A,Carlton Blues,3.2 6.3 8.6 9.8,62,7.1 9.7 15.11 18.14,122,L,-60,Melbourne Cricket Ground,84259,9,8,18,14
2219,Collingwood Magpies,15,2018-06-30,2018,A,Gold Coast Suns,4.3 10.6 13.11 14.15,99,3.2 4.4 7.7 8.12,60,W,39,People First Stadium,13637,14,15,8,12
2220,Collingwood Magpies,16,2018-07-08,2018,A,Essendon Bombers,4.1 4.4 7.5 12.6,78,1.2 4.5 7.6 9.8,62,W,16,Melbourne Cricket Ground,69868,12,6,9,8
2221,Collingwood Magpies,17,2018-07-15,2018,H,West Coast Eagles,4.4 6.9 8.10 9.13,67,3.0 8.1 12.8 15.12,102,L,-35,Melbourne Cricket Ground,53439,9,13,15,12
2222,Collingwood Magpies,18,2018-07-21,2018,H,North Melbourne Kangaroos,7.2 13.3 15.5 20.10,130,2.3 5.6 7.7 9.10,64,W,66,Melbourne Cricket Ground,50393,20,10,9,10
2223,Collingwood Magpies,19,2018-07-28,2018,A,Richmond Tigers,2.1 7.1 11.2 12.5,77,5.2 8.3 11.6 16.9,105,L,-28,Melbourne Cricket Ground,88180,12,5,16,9
2224,Collingwood Magpies,20,2018-08-04,2018,A,Sydney Swans,4.1 7.3 7.6 10.11,71,3.2 4.4 9.6 11.7,73,L,-2,Sydney Cricket Ground,39238,10,11,11,7
2225,Collingwood Magpies,21,2018-08-11,2018,H,Brisbane Lions,1.3 5.7 11.14 14.20,104,3.4 5.4 8.4 11.7,73,W,31,Marvel Stadium,33390,14,20,11,7
2226,Collingwood Magpies,22,2018-08-18,2018,H,Port Adelaide Power,4.2 9.7 10.11 17.13,115,4.1 7.2 9.4 10.4,64,W,51,Melbourne Cricket Ground,46286,17,13,10,4
2228,Collingwood Magpies,QF,2018-09-08,2018,A,West Coast Eagles,1.3 7.4 9.9 10.10,70,3.3 6.7 7.11 12.14,86,L,-16,Optus Stadium,59585,10,10,12,14
2229,Collingwood Magpies,SF,2018-09-15,2018,H,Greater Western Sydney Giants,3.6 4.9 6.12 9.15,69,0.2 4.2 7.3 9.5,59,W,10,Melbourne Cricket Ground,72504,9,15,9,5
2230,Collingwood Magpies,PF,2018-09-21,2018,A,Richmond Tigers,5.2 10.4 12.7 15.7,97,1.3 2.8 6.10 8.10,58,W,39,Melbourne Cricket Ground,94959,15,7,8,10
2231,Collingwood Magpies,GF,2018-09-29,2018,A,West Coast Eagles,5.1 6.3 8.7 11.8,74,2.2 4.3 8.7 11.13,79,L,-5,Melbourne Cricket Ground,100022,11,8,11,13
2233,Collingwood Magpies,2,2019-03-28,2019,A,Richmond Tigers,3.2 7.3 12.4 17.8,110,2.2 6.3 9.4 10.6,66,W,44,Melbourne Cricket Ground,70699,17,8,10,6
3638,Geelong Cats,22,2002-08-30,2002,A,Hawthorn Hawks,0.2 4.6 6.7 8.9,57,5.3 7.5 8.6 11.9,75,L,-18,Marvel Stadium,41600,8,9,11,9
2204,Collingwood Magpies,22,2017-08-19,2017,H,Geelong Cats,6.1 7.2 9.4 9.5,59,2.2 6.5 8.6 10.10,70,L,-11,"Melbourne Cricket Ground
",47889,9,5,10,10
2234,Collingwood Magpies,3,2019-04-06,2019,H,West Coast Eagles,3.1 6.3 7.6 11.10,76,1.2 7.6 10.8 15.8,98,L,-22,Melbourne Cricket Ground,60878,11,10,15,8
2235,Collingwood Magpies,4,2019-04-12,2019,H,Western Bulldogs,1.2 4.6 6.9 11.12,78,0.3 2.7 7.8 9.10,64,W,14,Melbourne Cricket Ground,59257,11,12,9,10
2236,Collingwood Magpies,5,2019-04-18,2019,A,Brisbane Lions,7.5 8.9 16.12 18.15,123,3.2 5.6 7.9 8.13,61,W,62,The Gabba,34017,18,15,8,13
2237,Collingwood Magpies,6,2019-04-25,2019,A,Essendon Bombers,4.5 7.6 9.9 10.13,73,1.0 5.3 8.6 10.9,69,W,4,Melbourne Cricket Ground,92241,10,13,10,9
2239,Collingwood Magpies,8,2019-05-11,2019,A,Carlton Blues,2.1 5.6 9.9 16.10,106,1.4 5.6 10.8 13.9,87,W,19,Melbourne Cricket Ground,69289,16,10,13,9
2240,Collingwood Magpies,9,2019-05-18,2019,H,St Kilda Saints,3.1 6.2 11.4 17.10,112,1.3 4.9 9.11 10.11,71,W,41,Melbourne Cricket Ground,60702,17,10,10,11
2074,	Collingwood Magpies,5,2012-04-25,2012,H,Essendon Bombers,2.4 5.6 9.8 11.14,80,1.3 3.6 7.8 11.13,79,W,1,Melbourne Cricket Ground,86932,11,14,11,13
2079,	Collingwood Magpies,10,2012-06-03,2012,H,Gold Coast Suns,5.4 12.6 18.9 23.11,149,3.1 5.3 5.7 7.10,52,W,97,Melbourne Cricket Ground,36913,23,11,7,10
2090,	Collingwood Magpies,22,2012-08-25,2012,A,West Coast Eagles,4.4 4.9 6.9 8.10,58,2.4 6.8 11.12 15.17,107,L,-49,Domain Stadium,40527,8,10,15,17
2245,Collingwood Magpies,15,2019-06-29,2019,H,North Melbourne Kangaroos,1.3 3.3 4.4 5.7,37,2.7 4.8 8.14 11.15,81,L,-44,Marvel Stadium,38801,5,7,11,15
2246,Collingwood Magpies,16,2019-07-05,2019,A,Hawthorn Hawks,4.0 5.4 6.7 9.9,63,1.5 3.8 4.9 9.13,67,L,-4,Melbourne Cricket Ground,66407,9,9,9,13
2247,Collingwood Magpies,17,2019-07-12,2019,A,West Coast Eagles,6.1 8.3 9.6 11.12,78,6.3 10.4 12.4 12.5,77,W,1,Optus Stadium,56251,11,12,12,5
2096,	Collingwood Magpies,2,2013-04-07,2013,H,Carlton Blues,3.3 5.5 10.10 17.15,117,3.0 7.3 12.8 15.10,100,W,17,Melbourne Cricket Ground,84247,17,15,15,10
2249,Collingwood Magpies,19,2019-07-26,2019,H,Richmond Tigers,1.2 3.6 5.10 9.12,66,5.4 9.7 11.12 14.14,98,L,-32,Melbourne Cricket Ground,78722,9,12,14,14
2250,Collingwood Magpies,20,2019-08-04,2019,H,Gold Coast Suns,4.4 10.6 16.8 18.12,120,3.2 5.2 6.3 8.3,51,W,69,Melbourne Cricket Ground,33577,18,12,8,3
2251,Collingwood Magpies,21,2019-08-10,2019,A,Melbourne Demons,0.5 5.6 9.8 10.10,70,1.4 2.6 3.8 7.11,53,W,17,Melbourne Cricket Ground,31903,10,10,7,11
2252,Collingwood Magpies,22,2019-08-17,2019,A,Adelaide Crows,2.2 5.5 11.8 17.12,114,0.5 2.6 3.8 6.12,48,W,66,Adelaide Oval,48175,17,12,6,12
2253,Collingwood Magpies,23,2019-08-23,2019,H,Essendon Bombers,3.1 6.7 8.9 10.16,76,6.2 7.2 9.3 10.5,65,W,11,Melbourne Cricket Ground,85405,10,16,10,5
2254,Collingwood Magpies,QF,2019-09-06,2019,A,Geelong Cats,4.2 7.5 9.7 9.7,61,1.2 4.4 5.6 7.9,51,W,10,Melbourne Cricket Ground,93436,9,7,7,9
2255,Collingwood Magpies,PF,2019-09-21,2019,H,Greater Western Sydney Giants,2.0 3.2 3.5 7.10,52,1.3 2.5 7.7 8.8,56,L,-4,Melbourne Cricket Ground,77828,7,10,8,8
2256,Collingwood Magpies,1,2020-03-20,2020,A,Western Bulldogs,5.2 8.6 10.7 13.8,86,1.0 4.0 5.2 5.4,34,W,52,Marvel Stadium,NULL,13,8,5,4
2257,Collingwood Magpies,2,2020-06-11,2020,H,Richmond Tigers,4.1 5.3 5.4 5.6,36,0.1 3.1 5.2 5.6,36,D,0,Melbourne Cricket Ground,NULL,5,6,5,6
2258,Collingwood Magpies,3,2020-06-20,2020,H,St Kilda Saints,5.3 10.4 11.7 12.9,81,2.1 4.2 5.6 5.7,37,W,44,Melbourne Cricket Ground,NULL,12,9,5,7
2098,	Collingwood Magpies,4,2013-04-20,2013,A,Richmond Tigers,1.4 5.8 13.12 16.17,113,3.3 6.5 8.6 11.13,79,W,34,Melbourne Cricket Ground,81950,16,17,11,13
2260,Collingwood Magpies,5,2020-07-03,2020,H,Essendon Bombers,3.0 3.1 3.5 7.6,48,3.0 5.0 8.2 10.3,63,L,-15,Melbourne Cricket Ground,NULL,7,6,10,3
2261,Collingwood Magpies,6,2020-07-10,2020,H,Hawthorn Hawks,5.1 6.5 7.8 8.11,59,1.0 2.1 2.2 3.9,27,W,32,ENGIE Stadium,NULL,8,11,3,9
2262,Collingwood Magpies,7,2020-07-16,2020,A,Geelong Cats,2.2 4.3 5.7 8.9,57,1.1 1.3 3.5 5.5,35,W,22,Optus Stadium,NULL,8,9,5,5
2263,Collingwood Magpies,8,2020-07-26,2020,A,West Coast Eagles,4.2 5.3 5.6 6.9,45,2.0 7.2 13.2 18.3,111,L,-66,Optus Stadium,NULL,6,9,18,3
2265,Collingwood Magpies,10,2020-08-06,2020,H,Sydney Swans,0.6 2.10 5.11 6.14,50,1.0 5.0 5.2 6.5,41,W,9,The Gabba,NULL,6,14,6,5
2266,Collingwood Magpies,11,2020-08-11,2020,A,Adelaide Crows,1.0 2.1 7.1 10.2,62,2.1 3.4 3.8 5.8,38,W,24,Adelaide Oval,NULL,10,2,5,8
2268,Collingwood Magpies,13,2020-08-24,2020,H,North Melbourne Kangaroos,1.2 4.3 8.3 10.5,65,2.1 3.4 5.5 5.5,35,W,30,The Gabba,NULL,10,5,5,5
2269,Collingwood Magpies,14,2020-08-30,2020,A,Carlton Blues,2.2 5.6 6.8 10.12,72,2.0 7.2 7.4 7.6,48,W,24,The Gabba,NULL,10,12,7,6
2128,	Collingwood Magpies,12,2014-06-09,2014,A,Melbourne Demons,1.2 3.7 5.10 8.13,61,1.3 2.4 3.6 3.10,28,W,33,Melbourne Cricket Ground,68124,8,13,3,10
2272,Collingwood Magpies,18,2020-09-21,2020,H,Port Adelaide Power,2.0 4.0 6.1 7.3,45,2.2 5.3 8.7 9.7,61,L,-16,The Gabba,NULL,7,3,9,7
2270,	Collingwood Magpies,15,2020-09-04,2020,A,Brisbane Lions,1.1 2.3 3.3 5.4,34,0.2 5.3 6.5 6.6,42,L,-8,The Gabba,NULL,5,4,6,6
2275,Collingwood Magpies,1,2021-03-19,2021,H,Western Bulldogs,1.2 4.6 5.7 7.11,53,3.2 6.5 9.7 10.9,69,L,-16,Melbourne Cricket Ground,46051,7,11,10,9
2276,Collingwood Magpies,2,2021-03-25,2021,A,Carlton Blues,6.2 11.5 13.7 16.10,106,3.2 8.3 12.4 13.7,85,W,21,Melbourne Cricket Ground,51723,16,10,13,7
2277,Collingwood Magpies,3,2021-04-01,2021,H,Brisbane Lions,4.2 7.3 9.5 11.6,72,2.1 6.1 8.3 11.7,73,L,-1,Marvel Stadium,28057,11,6,11,7
3827,Geelong Cats,21,2010-08-20,2010,H,Carlton Blues,5.3 11.7 14.8 18.13,121,5.2 8.3 10.7 12.7,79,W,42,Marvel Stadium,45172,18,13,12,7
2267,Collingwood Magpies,12,2020-08-15,2020,A,Melbourne Demons,1.1 5.2 6.6 6.8,44,3.3 10.4 12.4 16.4,100,L,-56,"The Gabba
",NULL,6,8,16,4
2278,Collingwood Magpies,4,2021-04-10,2021,H,Greater Western Sydney Giants,1.2 4.5 7.6 9.6,60,2.2 6.3 10.3 14.6,90,L,-30,Melbourne Cricket Ground,29866,9,6,14,6
2279,Collingwood Magpies,5,2021-04-16,2021,A,West Coast Eagles,5.4 7.5 7.7 11.10,76,3.1 9.5 14.6 16.7,103,L,-27,Optus Stadium,54159,11,10,16,7
2280,Collingwood Magpies,6,2021-04-25,2021,H,Essendon Bombers,4.1 8.1 11.5 13.7,85,4.4 8.7 11.10 16.13,109,L,-24,Melbourne Cricket Ground,78113,13,7,16,13
2281,Collingwood Magpies,7,2021-05-01,2021,H,Gold Coast Suns,2.3 2.8 5.11 7.13,55,2.2 6.3 9.3 12.7,79,L,-24,Melbourne Cricket Ground,24397,7,13,12,7
2282,Collingwood Magpies,8,2021-05-08,2021,A,North Melbourne Kangaroos,3.2 8.6 12.10 14.10,94,2.2 3.6 8.7 11.10,76,W,18,Marvel Stadium,22329,14,10,11,10
2283,Collingwood Magpies,9,2021-05-15,2021,A,Sydney Swans,4.2 4.4 4.6 5.12,42,1.2 4.3 7.7 10.12,72,L,-30,Sydney Cricket Ground,31448,5,12,10,12
2284,Collingwood Magpies,10,2021-05-23,2021,H,Port Adelaide Power,3.1 4.6 6.9 8.10,58,0.1 2.3 4.8 8.11,59,L,-1,Melbourne Cricket Ground,23415,8,10,8,11
10892,Carlton Blues,5,1990-04-25,1990,H,Western Bulldogs,3.7 5.11 7.15 10.16,76,2.1 5.5 10.9 15.13,103,L,-27,Princes Park,24960,10,16,15,13
2285,Collingwood Magpies,11,2021-05-29,2021,H,Geelong Cats,0.3 0.7 1.11 6.15,51,2.3 5.8 5.11 8.13,61,L,-10,Melbourne Cricket Ground,NULL,6,15,8,13
2144,	Collingwood Magpies,5,2015-05-01,2015,A,Carlton Blues,4.4 8.9 14.11 18.12,120,1.1 2.3 5.6 6.9,45,W,75,Melbourne Cricket Ground,71759,18,12,6,9
2162,	Collingwood Magpies,1,2016-03-26,2016,A,Sydney Swans,1.1 1.4 5.6 7.11,53,3.9 10.12 14.21 18.25,133,L,-80,Accor Stadium,33857,7,11,18,25
2288,Collingwood Magpies,15,2021-06-26,2021,H,Fremantle Dockers,2.2 4.4 7.6 12.7,79,3.3 7.5 10.6 14.7,91,L,-12,Marvel Stadium,11570,12,7,14,7
2289,Collingwood Magpies,16,2021-07-04,2021,H,St Kilda Saints,1.2 1.5 3.7 8.13,61,3.1 4.5 10.8 10.10,70,L,-9,Melbourne Cricket Ground,18082,8,13,10,10
2290,Collingwood Magpies,17,2021-07-11,2021,A,Richmond Tigers,1.1 4.3 6.7 13.9,87,4.0 7.2 10.3 11.5,71,W,16,Melbourne Cricket Ground,29437,13,9,11,5
2291,Collingwood Magpies,18,2021-07-18,2021,H,Carlton Blues,3.2 6.4 9.5 9.8,62,1.3 4.6 7.9 13.13,91,L,-29,Melbourne Cricket Ground,NULL,9,8,13,13
2292,Collingwood Magpies,19,2021-07-23,2021,A,Port Adelaide Power,3.3 3.7 8.8 10.9,69,2.4 6.8 11.11 14.13,97,L,-28,Marvel Stadium,NULL,10,9,14,13
2293,Collingwood Magpies,20,2021-07-31,2021,H,West Coast Eagles,4.1 10.1 11.4 14.6,90,0.4 1.5 2.7 6.9,45,W,45,Melbourne Cricket Ground,NULL,14,6,6,9
2294,Collingwood Magpies,21,2021-08-08,2021,A,Hawthorn Hawks,2.2 3.3 8.5 12.6,78,4.2 8.3 13.5 15.7,97,L,-19,Melbourne Cricket Ground,NULL,12,6,15,7
2295,Collingwood Magpies,22,2021-08-14,2021,A,Brisbane Lions,3.2 5.3 6.7 8.9,57,4.2 11.4 18.6 22.10,142,L,-85,The Gabba,15146,8,9,22,10
2296,Collingwood Magpies,23,2021-08-22,2021,A,Essendon Bombers,4.2 5.4 7.8 9.10,64,5.2 11.2 13.5 16.6,102,L,-38,Melbourne Cricket Ground,NULL,9,10,16,6
2297,Collingwood Magpies,1,2022-03-18,2022,A,St Kilda Saints,4.5 7.9 10.11 15.12,102,3.2 5.6 9.12 12.13,85,W,17,Marvel Stadium,40129,15,12,12,13
2188,	Collingwood Magpies,5,2017-04-25,2017,A,Essendon Bombers,1.2 5.9 9.12 11.16,82,4.3 6.6 11.9 15.10,100,L,-18,Melbourne Cricket Ground,87685,11,16,15,10
2238,	Collingwood Magpies,7,2019-05-03,2019,H,Port Adelaide Power,7.6 8.12 11.17 15.18,108,0.3 5.6 6.7 10.9,69,W,39,Marvel Stadium,37559,15,18,10,9
2301,Collingwood Magpies,5,2022-04-14,2022,A,Brisbane Lions,5.2 7.3 9.5 14.7,91,3.2 9.4 12.5 15.8,98,L,-7,The Gabba,32312,14,7,15,8
2302,Collingwood Magpies,6,2022-04-25,2022,A,Essendon Bombers,3.2 6.2 9.3 15.3,93,2.2 4.6 8.8 12.10,82,W,11,Melbourne Cricket Ground,84205,15,3,12,10
2303,Collingwood Magpies,7,2022-05-01,2022,H,Gold Coast Suns,7.3 11.5 15.10 17.13,115,3.1 8.2 11.3 14.6,90,W,25,Melbourne Cricket Ground,28916,17,13,14,6
2304,Collingwood Magpies,8,2022-05-07,2022,A,Richmond Tigers,2.3 5.7 8.11 12.14,86,3.3 9.7 13.10 17.11,113,L,-27,Melbourne Cricket Ground,64481,12,14,17,11
2305,Collingwood Magpies,9,2022-05-13,2022,H,Western Bulldogs,1.3 2.6 4.7 7.9,51,6.5 7.10 11.11 14.15,99,L,-48,Marvel Stadium,44029,7,9,14,15
2306,Collingwood Magpies,10,2022-05-22,2022,A,Fremantle Dockers,2.2 5.3 7.4 12.8,80,2.2 2.4 3.6 6.8,44,W,36,Optus Stadium,35534,12,8,6,8
2307,Collingwood Magpies,11,2022-05-29,2022,H,Carlton Blues,3.4 4.8 7.12 11.13,79,2.2 6.2 6.7 11.9,75,W,4,Melbourne Cricket Ground,80627,11,13,11,9
2308,Collingwood Magpies,12,2022-06-05,2022,A,Hawthorn Hawks,5.4 7.9 8.10 10.12,72,2.2 4.4 8.5 10.8,68,W,4,Melbourne Cricket Ground,43939,10,12,10,8
2309,Collingwood Magpies,13,2022-06-13,2022,H,Melbourne Demons,0.5 3.8 6.10 12.10,82,3.1 5.4 7.6 8.8,56,W,26,Melbourne Cricket Ground,76059,12,10,8,8
15053,Sydney Swans,14,1997-07-05,1997,A,Fremantle Dockers,0.3 0.8 2.11 3.15,33,4.6 5.7 5.11 6.12,48,L,-15,WACA,19290,3,15,6,12
2312,Collingwood Magpies,17,2022-07-09,2022,H,North Melbourne Kangaroos,4.2 5.2 8.5 13.10,88,4.2 8.4 12.7 12.9,81,W,7,Melbourne Cricket Ground,45039,13,10,12,9
2313,Collingwood Magpies,18,2022-07-16,2022,A,Adelaide Crows,4.1 6.3 10.5 14.7,91,3.2 7.6 10.8 13.8,86,W,5,Adelaide Oval,30110,14,7,13,8
2314,Collingwood Magpies,19,2022-07-24,2022,H,Essendon Bombers,6.2 7.4 8.5 12.8,80,0.1 5.3 10.7 11.10,76,W,4,Melbourne Cricket Ground,72402,12,8,11,10
2315,Collingwood Magpies,20,2022-07-30,2022,H,Port Adelaide Power,4.3 7.5 11.8 13.10,88,6.3 6.6 8.9 12.10,82,W,6,Melbourne Cricket Ground,40716,13,10,12,10
2316,Collingwood Magpies,21,2022-08-05,2022,A,Melbourne Demons,5.0 8.2 11.4 15.6,96,6.2 10.7 11.11 13.11,89,W,7,Melbourne Cricket Ground,70596,15,6,13,11
2264,	Collingwood Magpies,9,2020-08-02,2020,A,Fremantle Dockers,1.2 2.4 6.5 7.7,49,0.0 4.1 6.1 10.1,61,L,-12,Optus Stadium,NULL,7,7,10,1
2318,Collingwood Magpies,23,2022-08-21,2022,A,Carlton Blues,3.5 5.6 6.8 11.9,75,0.3 2.5 10.8 10.14,74,W,1,Melbourne Cricket Ground,88287,11,9,10,14
2273,	Collingwood Magpies,EF,2020-10-03,2020,A,West Coast Eagles,4.0 6.1 9.4 12.4,76,1.2 5.4 7.6 11.9,75,W,1,Optus Stadium,NULL,12,4,11,9
2320,Collingwood Magpies,SF,2022-09-10,2022,H,Fremantle Dockers,4.0 6.6 8.12 11.13,79,0.1 2.2 4.4 9.5,59,W,20,Melbourne Cricket Ground,90612,11,13,9,5
2321,Collingwood Magpies,PF,2022-09-17,2022,A,Sydney Swans,3.0 7.1 10.5 14.10,94,6.3 11.7 13.10 14.11,95,L,-1,Sydney Cricket Ground,45608,14,10,14,11
2336,	Collingwood Magpies,16,2023-07-01,2023,A,Gold Coast Suns,4.4 11.6 14.10 18.12,120,0.2 1.4 5.7 5.12,42,W,78,People First Stadium,22483,18,12,5,12
2323,Collingwood Magpies,2,2023-03-25,2023,H,Port Adelaide Power,7.2 13.5 15.7 21.9,135,3.3 5.4 8.7 9.10,64,W,71,Melbourne Cricket Ground,60744,21,9,9,10
2324,Collingwood Magpies,3,2023-03-31,2023,H,Richmond Tigers,2.6 3.10 7.15 8.15,63,1.0 1.3 4.5 7.7,49,W,14,Melbourne Cricket Ground,85241,8,15,7,7
2361,	Collingwood Magpies,14,2024-06-16,2024,A,North Melbourne Kangaroos,2.2 6.2 12.7 18.11,119,8.1 14.2 18.2 19.4,118,W,1,Marvel Stadium,38311,18,11,19,4
2326,Collingwood Magpies,5,2023-04-16,2023,H,St Kilda Saints,2.2 4.4 6.10 10.10,70,2.2 4.3 6.4 9.10,64,W,6,Adelaide Oval,43976,10,10,9,10
2327,Collingwood Magpies,6,2023-04-25,2023,H,Essendon Bombers,1.4 5.7 6.10 13.12,90,3.2 5.5 11.8 11.11,77,W,13,Melbourne Cricket Ground,95179,13,12,11,11
