id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds
2031,Collingwood Magpies,13,2010-06-26,2010,A,Sydney Swans,3.6 7.11 10.17 13.18,96,2.3 4.4 6.7 10.11,71,W,25,Accor Stadium,43585,13,18,10,11
1510,	Carlton Blues,17,2013-07-19,2013,A,North Melbourne Kangaroos,6.0 9.2 14.8 16.13,109,5.5 7.8 10.11 16.12,108,W,1,Marvel Stadium,37443,16,13,16,12
2033,Collingwood Magpies,15,2010-07-09,2010,A,Port Adelaide Power,0.1 7.5 10.8 16.9,105,5.3 7.5 10.7 12.7,79,W,26,AAMI Stadium,24260,16,9,12,7
2034,Collingwood Magpies,16,2010-07-17,2010,H,St Kilda Saints,4.4 7.7 11.7 15.10,100,1.4 3.5 4.11 6.16,52,W,48,Melbourne Cricket Ground,81386,15,10,6,16
2035,Collingwood Magpies,17,2010-07-24,2010,H,Richmond Tigers,6.1 11.3 15.10 19.13,127,2.2 4.4 6.7 6.9,45,W,82,Melbourne Cricket Ground,66727,19,13,6,9
2036,Collingwood Magpies,18,2010-07-31,2010,H,Carlton Blues,3.5 9.9 11.14 15.15,105,2.0 2.1 3.2 9.3,57,W,48,Melbourne Cricket Ground,76980,15,15,9,3
1535,	Carlton Blues,18,2014-07-18,2014,H,North Melbourne Kangaroos,4.3 9.7 10.13 16.13,109,3.0 7.4 11.4 13.8,86,W,23,Marvel Stadium,36689,16,13,13,8
1543,	Carlton Blues,3,2015-04-18,2015,H,Essendon Bombers,2.4 5.7 7.12 11.18,84,3.4 10.4 14.6 16.9,105,L,-21,Melbourne Cricket Ground,54854,11,18,16,9
1581,	Carlton Blues,20,2016-08-07,2016,H,St Kilda Saints,1.2 3.5 6.7 7.9,51,4.3 10.5 14.6 19.8,122,L,-71,Melbourne Cricket Ground,37797,7,9,19,8
1615,	Carlton Blues,9,2018-05-20,2018,H,Melbourne Demons,3.1 5.3 7.6 7.8,50,3.4 10.4 18.6 25.9,159,L,-109,Melbourne Cricket Ground,44142,7,8,25,9
2042,Collingwood Magpies,PF,2010-09-17,2010,H,Geelong Cats,7.2 13.7 16.11 18.12,120,1.1 3.5 6.10 11.13,79,W,41,Melbourne Cricket Ground,95241,18,12,11,13
2043,Collingwood Magpies,GF,2010-09-25,2010,H,St Kilda Saints,4.2 7.8 7.13 9.14,68,3.2 4.2 7.5 10.8,68,D,0,Melbourne Cricket Ground,100016,9,14,10,8
2044,Collingwood Magpies,GF,2010-10-02,2010,H,St Kilda Saints,3.2 6.5 11.8 16.12,108,0.2 1.8 4.9 7.10,52,W,56,Melbourne Cricket Ground,93853,16,12,7,10
2045,Collingwood Magpies,1,2011-03-26,2011,H,Port Adelaide Power,6.1 13.3 18.6 24.11,155,3.1 5.6 11.6 12.8,80,W,75,Marvel Stadium,35773,24,11,12,8
2046,Collingwood Magpies,2,2011-04-02,2011,A,North Melbourne Kangaroos,5.5 9.8 15.12 21.17,143,1.4 2.9 4.12 7.14,56,W,87,Marvel Stadium,40578,21,17,7,14
2047,Collingwood Magpies,3,2011-04-08,2011,H,Carlton Blues,4.2 9.7 12.8 15.12,102,4.3 5.4 8.5 11.8,74,W,28,Melbourne Cricket Ground,88181,15,12,11,8
2049,Collingwood Magpies,5,2011-04-25,2011,A,Essendon Bombers,4.2 7.3 10.6 16.11,107,0.3 3.8 7.10 11.11,77,W,30,Melbourne Cricket Ground,89626,16,11,11,11
2050,Collingwood Magpies,6,2011-05-01,2011,H,Western Bulldogs,1.2 4.9 7.12 15.15,105,3.0 3.0 7.4 8.9,57,W,48,Melbourne Cricket Ground,53776,15,15,8,9
2051,Collingwood Magpies,8,2011-05-13,2011,A,Geelong Cats,1.1 5.3 7.5 9.8,62,2.9 2.10 5.12 8.17,65,L,-3,Melbourne Cricket Ground,81691,9,8,8,17
2052,Collingwood Magpies,9,2011-05-22,2011,H,Adelaide Crows,2.6 2.10 9.12 20.15,135,4.1 8.4 12.6 14.8,92,W,43,Marvel Stadium,38849,20,15,14,8
2053,Collingwood Magpies,10,2011-05-29,2011,H,West Coast Eagles,4.4 7.5 11.8 16.9,105,1.3 2.8 4.10 7.11,53,W,52,Melbourne Cricket Ground,52560,16,9,7,11
2054,Collingwood Magpies,11,2011-06-04,2011,H,St Kilda Saints,2.4 6.5 11.9 16.12,108,2.1 5.3 6.7 7.9,51,W,57,Melbourne Cricket Ground,62991,16,12,7,9
2055,Collingwood Magpies,12,2011-06-13,2011,A,Melbourne Demons,3.6 9.7 11.10 19.15,129,2.2 3.5 5.5 6.5,41,W,88,Melbourne Cricket Ground,75998,19,15,6,5
2056,Collingwood Magpies,14,2011-06-25,2011,A,Sydney Swans,5.5 7.10 11.15 13.21,99,4.3 5.5 11.6 14.9,93,W,6,Accor Stadium,38053,13,21,14,9
2057,Collingwood Magpies,15,2011-07-03,2011,H,Hawthorn Hawks,4.4 8.7 13.10 15.16,106,0.4 2.4 6.6 9.11,65,W,41,Melbourne Cricket Ground,83985,15,16,9,11
2058,Collingwood Magpies,16,2011-07-10,2011,H,North Melbourne Kangaroos,4.3 10.6 16.12 22.15,147,1.5 2.8 3.9 3.12,30,W,117,Melbourne Cricket Ground,53601,22,15,3,12
2048,Collingwood Magpies,4,2011-04-15,2011,A,Richmond Tigers,8.6 13.9 15.12 24.17,161,2.2 5.7 11.10 13.12,90,W,71,"Melbourne Cricket Ground
",58050,24,17,13,12
15539,	W. Bulldogs,7,1988-05-15,1988,A,brisbane bears,1.1 4.8 5.12 9.17,71,1.5 2.7 8.9 10.12,72,L,-1,People First Stadium,10898,9,17,10,12
2060,Collingwood Magpies,18,2011-07-23,2011,A,Gold Coast Suns,6.4 13.8 16.12 19.15,129,3.1 5.2 8.4 11.9,75,W,54,People First Stadium,23302,19,15,11,9
2061,Collingwood Magpies,19,2011-07-31,2011,H,Essendon Bombers,4.4 9.6 15.13 25.16,166,8.3 11.6 13.7 14.8,92,W,74,Melbourne Cricket Ground,73163,25,16,14,8
2062,Collingwood Magpies,20,2011-08-06,2011,A,Port Adelaide Power,6.5 12.12 16.16 23.21,159,0.1 1.2 2.2 3.3,21,W,138,AAMI Stadium,21863,23,21,3,3
1621,	Carlton Blues,16,2018-07-07,2018,A,Brisbane Lions,2.5 2.6 4.8 7.13,55,3.1 8.7 14.11 18.12,120,L,-65,The Gabba,21074,7,13,18,12
2064,Collingwood Magpies,22,2011-08-20,2011,H,Brisbane Lions,2.4 7.10 12.16 14.18,102,3.5 5.6 6.6 13.6,84,W,18,Melbourne Cricket Ground,47788,14,18,13,6
2065,Collingwood Magpies,23,2011-08-26,2011,A,Fremantle Dockers,6.0 12.4 17.9 20.12,132,2.0 2.2 4.2 8.4,52,W,80,Domain Stadium,31985,20,12,8,4
2066,Collingwood Magpies,24,2011-09-02,2011,H,Geelong Cats,4.0 5.0 7.2 8.5,53,2.5 12.8 16.15 22.17,149,L,-96,Melbourne Cricket Ground,85705,8,5,22,17
1677,	Carlton Blues,10,2021-05-22,2021,H,Hawthorn Hawks,4.1 8.3 12.4 13.8,86,2.3 7.6 8.9 9.9,63,W,23,Melbourne Cricket Ground,45741,13,8,9,9
1692,	Carlton Blues,3,2022-04-03,2022,H,Hawthorn Hawks,7.1 9.5 10.6 11.8,74,1.3 4.5 7.7 11.7,73,W,1,Melbourne Cricket Ground,66317,11,8,11,7
2069,Collingwood Magpies,GF,2011-10-01,2011,H,Geelong Cats,4.2 9.3 12.6 12.9,81,4.3 8.6 13.7 18.11,119,L,-38,Melbourne Cricket Ground,99537,12,9,18,11
1737,	Carlton Blues,PF,2023-09-23,2023,A,Brisbane Lions,5.1 6.3 6.7 9.9,63,1.2 6.6 9.9 11.13,79,L,-16,The Gabba,36012,9,9,11,13
2071,Collingwood Magpies,2,2012-04-07,2012,H,Richmond Tigers,2.8 5.10 11.12 12.13,85,1.6 2.10 4.13 8.16,64,W,21,Melbourne Cricket Ground,57268,12,13,8,16
2073,Collingwood Magpies,4,2012-04-21,2012,H,Port Adelaide Power,7.5 8.8 13.11 14.13,97,2.2 5.7 8.8 10.13,73,W,24,Marvel Stadium,30741,14,13,10,13
2075,Collingwood Magpies,6,2012-05-04,2012,A,Western Bulldogs,2.0 6.4 11.5 15.8,98,3.5 5.7 10.10 11.11,77,W,21,Marvel Stadium,38155,15,8,11,11
2076,Collingwood Magpies,7,2012-05-12,2012,A,Brisbane Lions,6.4 9.7 12.12 17.14,116,2.1 3.7 7.9 8.10,58,W,58,The Gabba,27926,17,14,8,10
2077,Collingwood Magpies,8,2012-05-18,2012,H,Geelong Cats,3.6 7.9 10.11 14.12,96,2.4 6.6 7.12 11.18,84,W,12,Melbourne Cricket Ground,75650,14,12,11,18
2078,Collingwood Magpies,9,2012-05-26,2012,A,Adelaide Crows,3.2 5.6 5.10 10.15,75,3.1 4.5 6.10 6.13,49,W,26,AAMI Stadium,44238,10,15,6,13
2080,Collingwood Magpies,11,2012-06-11,2012,A,Melbourne Demons,6.3 8.9 10.15 19.15,129,0.4 3.4 7.7 13.9,87,W,42,Melbourne Cricket Ground,64250,19,15,13,9
2081,Collingwood Magpies,13,2012-06-23,2012,H,West Coast Eagles,3.5 6.6 11.10 12.13,85,2.3 7.6 9.7 12.10,82,W,3,Melbourne Cricket Ground,62957,12,13,12,10
2082,Collingwood Magpies,14,2012-06-30,2012,H,Fremantle Dockers,3.2 6.7 10.13 15.17,107,0.2 2.6 6.6 12.6,78,W,29,Melbourne Cricket Ground,44891,15,17,12,6
2083,Collingwood Magpies,15,2012-07-06,2012,H,Carlton Blues,1.5 4.9 6.12 8.14,62,3.1 7.4 8.11 12.13,85,L,-23,Melbourne Cricket Ground,75755,8,14,12,13
2084,Collingwood Magpies,16,2012-07-14,2012,A,Geelong Cats,8.2 11.6 15.7 17.8,110,2.4 3.8 6.13 10.19,79,W,31,Melbourne Cricket Ground,61717,17,8,10,19
1739,	Carlton Blues,1,2024-03-14,2024,H,Richmond Tigers,3.3 6.9 9.11 12.14,86,5.2 7.4 11.7 12.9,81,W,5,Melbourne Cricket Ground,83881,12,14,12,9
2086,Collingwood Magpies,18,2012-07-28,2012,A,Greater Western Sydney Giants,7.5 13.11 17.14 26.18,174,3.4 5.4 6.11 7.12,54,W,120,ENGIE Stadium,8102,26,18,7,12
2087,Collingwood Magpies,19,2012-08-04,2012,H,St Kilda Saints,3.3 8.11 9.14 12.19,91,4.1 5.2 11.6 13.7,85,W,6,Melbourne Cricket Ground,57873,12,19,13,7
2088,Collingwood Magpies,20,2012-08-11,2012,A,Sydney Swans,3.2 5.4 9.4 12.6,78,1.3 4.7 8.11 9.16,70,W,8,Accor Stadium,45827,12,6,9,16
2089,Collingwood Magpies,21,2012-08-18,2012,H,North Melbourne Kangaroos,4.2 5.8 7.12 8.13,61,4.3 9.6 12.9 13.13,91,L,-30,Marvel Stadium,44956,8,13,13,13
2091,Collingwood Magpies,23,2012-09-01,2012,A,Essendon Bombers,5.5 7.11 10.17 14.20,104,4.3 7.3 9.7 10.12,72,W,32,Melbourne Cricket Ground,56491,14,20,10,12
2092,Collingwood Magpies,QF,2012-09-07,2012,A,Hawthorn Hawks,2.3 7.4 12.7 15.7,97,4.6 9.10 15.13 20.15,135,L,-38,Melbourne Cricket Ground,85625,15,7,20,15
1740,	Carlton Blues,3,2024-03-29,2024,A,North Melbourne Kangaroos,5.6 10.8 16.10 21.11,137,3.2 6.3 11.5 12.9,81,W,56,Marvel Stadium,47565,21,11,12,9
2094,Collingwood Magpies,PF,2012-09-21,2012,A,Sydney Swans,2.3 3.6 5.8 10.10,70,5.5 7.9 9.14 13.18,96,L,-26,Accor Stadium,57156,10,10,13,18
2097,Collingwood Magpies,3,2013-04-14,2013,H,Hawthorn Hawks,3.6 7.6 11.9 13.12,90,2.1 7.5 15.9 22.13,145,L,-55,Melbourne Cricket Ground,72254,13,12,22,13
1741,	Carlton Blues,4,2024-04-06,2024,A,Fremantle Dockers,2.1 3.5 5.10 10.13,73,2.2 4.2 7.7 9.9,63,W,10,Adelaide Oval,45970,10,13,9,9
2100,Collingwood Magpies,6,2013-05-03,2013,H,St Kilda Saints,3.4 5.7 10.10 15.13,103,3.2 5.5 8.9 11.11,77,W,26,Marvel Stadium,40071,15,13,11,11
2101,Collingwood Magpies,7,2013-05-11,2013,A,Fremantle Dockers,1.2 3.6 9.8 10.13,73,6.4 9.6 10.7 15.10,100,L,-27,Domain Stadium,37214,10,13,15,10
1767,	Carlton Blues,6,2025-04-18,2025,A,North Melbourne Kangaroos,7.3 9.5 15.6 24.9,153,2.2 6.3 7.4 11.5,71,W,82,Marvel Stadium,46373,24,9,11,5
2095,Collingwood Magpies,1,2013-03-31,2013,A,North Melbourne Kangaroos,3.5 8.6 12.10 15.13,103,5.2 8.4 9.7 13.9,87,W,16,"Marvel Stadium
",41040,15,13,13,9
2103,Collingwood Magpies,9,2013-05-24,2013,H,Sydney Swans,3.2 3.4 4.5 8.7,55,4.5 7.9 11.11 15.12,102,L,-47,Melbourne Cricket Ground,65306,8,7,15,12
2104,Collingwood Magpies,10,2013-05-31,2013,A,Brisbane Lions,5.3 9.7 12.14 14.16,100,1.1 2.4 5.6 7.9,51,W,49,The Gabba,26626,14,16,7,9
1787,	Collingwood Magpies,3,2000-03-26,2000,H,Carlton Blues,7.3 14.7 18.12 24.16,160,4.5 6.10 6.14 11.21,87,W,73,Melbourne Cricket Ground,82669,24,16,11,21
2106,Collingwood Magpies,12,2013-06-16,2013,H,Western Bulldogs,4.2 11.4 13.6 15.9,99,0.2 2.5 4.9 9.11,65,W,34,Marvel Stadium,32253,15,9,9,11
2107,Collingwood Magpies,14,2013-06-29,2013,A,Port Adelaide Power,2.3 4.5 5.6 7.9,51,4.2 7.3 8.6 13.8,86,L,-35,AAMI Stadium,31121,7,9,13,8
2108,Collingwood Magpies,15,2013-07-05,2013,A,Carlton Blues,5.3 11.7 15.14 17.16,118,7.0 8.1 9.3 12.5,77,W,41,Melbourne Cricket Ground,78224,17,16,12,5
2109,Collingwood Magpies,16,2013-07-12,2013,H,Adelaide Crows,2.2 9.5 13.6 17.9,111,6.3 8.7 10.11 12.12,84,W,27,Melbourne Cricket Ground,54790,17,9,12,12
2110,Collingwood Magpies,17,2013-07-20,2013,A,Gold Coast Suns,2.7 6.9 8.10 11.12,78,3.4 7.6 11.7 13.7,85,L,-7,People First Stadium,19721,11,12,13,7
2111,Collingwood Magpies,18,2013-07-27,2013,H,Greater Western Sydney Giants,3.3 4.6 9.12 15.16,106,4.2 7.4 10.4 10.6,66,W,40,Melbourne Cricket Ground,32691,15,16,10,6
2112,Collingwood Magpies,19,2013-08-04,2013,H,Essendon Bombers,5.3 8.6 14.9 20.13,133,0.2 2.4 5.8 7.12,54,W,79,Melbourne Cricket Ground,69821,20,13,7,12
2113,Collingwood Magpies,20,2013-08-10,2013,A,Sydney Swans,2.4 6.6 12.10 14.16,100,4.4 5.9 9.10 10.11,71,W,29,Accor Stadium,42627,14,16,10,11
2114,Collingwood Magpies,21,2013-08-16,2013,A,Hawthorn Hawks,4.5 9.8 9.11 12.12,84,6.4 12.5 15.9 18.11,119,L,-35,Melbourne Cricket Ground,71533,12,12,18,11
2115,Collingwood Magpies,22,2013-08-23,2013,H,West Coast Eagles,8.3 11.8 14.10 15.11,101,2.2 3.4 3.6 5.9,39,W,62,Melbourne Cricket Ground,41198,15,11,5,9
2116,Collingwood Magpies,23,2013-09-01,2013,H,North Melbourne Kangaroos,5.4 10.8 14.11 17.12,114,8.1 10.5 15.9 19.11,125,L,-11,Melbourne Cricket Ground,50958,17,12,19,11
2117,Collingwood Magpies,EF,2013-09-07,2013,H,Port Adelaide Power,1.4 4.6 7.7 9.9,63,2.4 6.6 8.9 12.15,87,L,-24,Melbourne Cricket Ground,51722,9,9,12,15
1788,	Collingwood Magpies,4,2000-04-01,2000,A,Sydney Swans,3.3 7.6 12.9 15.16,106,3.2 7.6 12.9 15.11,101,W,5,Sydney Cricket Ground,34687,15,16,15,11
2119,Collingwood Magpies,2,2014-03-29,2014,A,Sydney Swans,1.2 5.5 9.10 12.17,89,3.1 7.2 9.7 10.9,69,W,20,Accor Stadium,32347,12,17,10,9
2120,Collingwood Magpies,3,2014-04-05,2014,H,Geelong Cats,0.4 6.7 8.9 11.10,76,3.5 6.7 9.12 12.15,87,L,-11,Melbourne Cricket Ground,63152,11,10,12,15
2121,Collingwood Magpies,4,2014-04-11,2014,A,Richmond Tigers,4.3 7.5 10.10 16.14,110,1.4 2.7 3.10 10.12,72,W,38,Melbourne Cricket Ground,62100,16,14,10,12
2122,Collingwood Magpies,5,2014-04-19,2014,H,North Melbourne Kangaroos,5.4 10.6 11.9 13.15,93,2.3 5.3 5.7 8.10,58,W,35,Melbourne Cricket Ground,57116,13,15,8,10
2123,Collingwood Magpies,6,2014-04-25,2014,H,Essendon Bombers,0.3 6.5 9.7 12.11,83,5.4 6.5 6.7 8.12,60,W,23,Melbourne Cricket Ground,91731,12,11,8,12
2124,Collingwood Magpies,7,2014-05-02,2014,A,Carlton Blues,3.4 7.6 10.15 14.20,104,1.2 1.5 2.7 10.10,70,W,34,Melbourne Cricket Ground,68251,14,20,10,10
2125,Collingwood Magpies,9,2014-05-15,2014,A,Adelaide Crows,3.3 6.6 7.8 7.13,55,1.4 5.6 9.10 10.16,76,L,-21,Adelaide Oval,50051,7,13,10,16
2126,Collingwood Magpies,10,2014-05-24,2014,H,West Coast Eagles,5.0 7.3 11.4 17.7,109,5.2 9.5 11.10 15.11,101,W,8,Melbourne Cricket Ground,53049,17,7,15,11
2127,Collingwood Magpies,11,2014-05-30,2014,A,St Kilda Saints,7.2 10.5 14.8 21.14,140,3.2 6.2 8.5 8.6,54,W,86,Marvel Stadium,34855,21,14,8,6
2129,Collingwood Magpies,13,2014-06-15,2014,H,Western Bulldogs,3.2 9.4 12.6 15.8,98,4.2 9.5 13.6 16.10,106,L,-8,Marvel Stadium,28339,15,8,16,10
2131,Collingwood Magpies,15,2014-06-29,2014,H,Carlton Blues,6.3 8.8 10.12 13.13,91,2.2 6.3 7.7 11.10,76,W,15,Melbourne Cricket Ground,40936,13,13,11,10
1804,	Collingwood Magpies,20,2000-07-22,2000,A,Western Bulldogs,2.3 4.6 8.11 13.13,91,3.2 9.5 14.9 15.10,100,L,-9,Marvel Stadium,30342,13,13,15,10
2133,Collingwood Magpies,17,2014-07-13,2014,A,Essendon Bombers,2.4 2.6 4.9 5.9,39,4.0 8.1 14.1 16.7,103,L,-64,Melbourne Cricket Ground,58992,5,9,16,7
2134,Collingwood Magpies,18,2014-07-27,2014,H,Adelaide Crows,3.0 5.4 8.8 12.10,82,5.5 7.8 9.13 14.14,98,L,-16,Melbourne Cricket Ground,41482,12,10,14,14
2135,Collingwood Magpies,19,2014-08-03,2014,H,Port Adelaide Power,2.3 6.6 9.7 11.10,76,1.0 5.7 8.8 10.10,70,W,6,Melbourne Cricket Ground,32804,11,10,10,10
2136,Collingwood Magpies,20,2014-08-10,2014,A,West Coast Eagles,2.1 7.2 8.4 10.6,66,6.5 9.7 15.10 19.12,126,L,-60,Domain Stadium,36458,10,6,19,12
2137,Collingwood Magpies,21,2014-08-16,2014,H,Brisbane Lions,4.3 5.3 6.6 8.8,56,6.1 10.7 15.11 18.15,123,L,-67,Melbourne Cricket Ground,32926,8,8,18,15
2138,Collingwood Magpies,22,2014-08-23,2014,A,Greater Western Sydney Giants,2.3 5.5 7.7 11.9,75,3.4 6.6 8.11 9.13,67,W,8,ENGIE Stadium,10851,11,9,9,13
2139,Collingwood Magpies,23,2014-08-29,2014,H,Hawthorn Hawks,2.3 4.6 5.8 8.8,56,1.4 8.8 12.9 18.13,121,L,-65,Melbourne Cricket Ground,48973,8,8,18,13
1809,	Collingwood Magpies,3,2001-04-14,2001,A,Western Bulldogs,5.2 9.9 19.11 23.15,153,6.4 8.5 9.6 12.9,81,W,72,Marvel Stadium,37598,23,15,12,9
1823,	Collingwood Magpies,17,2001-07-28,2001,A,Fremantle Dockers,5.2 9.2 11.3 19.5,119,4.4 7.5 11.10 13.12,90,W,29,Domain Stadium,20498,19,5,13,12
2142,Collingwood Magpies,3,2015-04-17,2015,H,St Kilda Saints,6.2 12.6 16.10 21.14,140,6.3 7.4 8.6 10.6,66,W,74,Melbourne Cricket Ground,45197,21,14,10,6
2143,Collingwood Magpies,4,2015-04-25,2015,A,Essendon Bombers,3.2 4.9 7.12 9.15,69,2.0 4.8 5.10 6.13,49,W,20,Melbourne Cricket Ground,88395,9,15,6,13
2145,Collingwood Magpies,6,2015-05-08,2015,H,Geelong Cats,1.3 2.6 6.9 8.11,59,7.1 11.4 12.8 15.10,100,L,-41,Melbourne Cricket Ground,52152,8,11,15,10
2146,Collingwood Magpies,7,2015-05-17,2015,A,Richmond Tigers,4.4 7.5 12.7 15.10,100,1.2 9.5 12.6 16.9,105,L,-5,Melbourne Cricket Ground,59034,15,10,16,9
2130,Collingwood Magpies,14,2014-06-21,2014,A,Hawthorn Hawks,3.1 6.4 9.7 13.8,86,4.3 7.7 12.10 17.13,115,L,-29,"Melbourne Cricket Ground
",74095,13,8,17,13
2147,Collingwood Magpies,8,2015-05-23,2015,A,Gold Coast Suns,5.2 10.4 15.8 20.12,132,1.3 6.5 6.7 9.9,63,W,69,People First Stadium,16440,20,12,9,9
1830,	Collingwood Magpies,2,2002-04-06,2002,H,West Coast Eagles,6.5 8.9 15.14 17.18,120,3.2 8.5 12.9 18.11,119,W,1,Melbourne Cricket Ground,29348,17,18,18,11
2149,Collingwood Magpies,10,2015-06-08,2015,A,Melbourne Demons,7.1 11.3 15.4 17.8,110,3.1 9.1 13.4 13.7,85,W,25,Melbourne Cricket Ground,66120,17,8,13,7
2150,Collingwood Magpies,11,2015-06-14,2015,H,Greater Western Sydney Giants,4.3 8.6 10.10 18.11,119,2.3 5.9 7.11 11.11,77,W,42,Melbourne Cricket Ground,43390,18,11,11,11
2152,Collingwood Magpies,14,2015-07-03,2015,H,Hawthorn Hawks,3.5 7.7 9.16 12.19,91,4.2 8.5 12.7 15.11,101,L,-10,Melbourne Cricket Ground,75880,12,19,15,11
2153,Collingwood Magpies,15,2015-07-09,2015,A,Port Adelaide Power,1.1 5.5 7.6 9.9,63,5.3 6.6 8.11 9.12,66,L,-3,Adelaide Oval,45418,9,9,9,12
2154,Collingwood Magpies,16,2015-07-18,2015,H,West Coast Eagles,1.4 4.6 7.9 7.14,56,2.6 4.10 7.16 11.21,87,L,-31,Marvel Stadium,36527,7,14,11,21
2155,Collingwood Magpies,17,2015-07-26,2015,A,Western Bulldogs,3.4 7.7 9.7 13.8,86,5.5 9.6 13.9 15.14,104,L,-18,Marvel Stadium,40581,13,8,15,14
1841,	Collingwood Magpies,13,2002-06-29,2002,A,North Melbourne Kangaroos,2.3 4.8 9.10 13.15,93,2.2 5.4 5.8 8.12,60,W,33,Marvel Stadium,48288,13,15,8,12
2157,Collingwood Magpies,19,2015-08-08,2015,H,Carlton Blues,3.2 7.7 9.9 16.9,105,2.2 5.3 7.6 13.9,87,W,18,Melbourne Cricket Ground,48133,16,9,13,9
2158,Collingwood Magpies,20,2015-08-14,2015,A,Sydney Swans,2.3 4.7 8.14 10.16,76,3.4 5.6 8.9 13.9,87,L,-11,Sydney Cricket Ground,38408,10,16,13,9
2159,Collingwood Magpies,21,2015-08-22,2015,H,Richmond Tigers,3.3 3.10 6.13 7.14,56,7.3 10.6 14.9 23.9,147,L,-91,Melbourne Cricket Ground,63178,7,14,23,9
1860,	Collingwood Magpies,7,2003-05-10,2003,A,Adelaide Crows,3.2 7.4 11.5 18.6,114,7.3 8.7 12.10 16.13,109,W,5,AAMI Stadium,44706,18,6,16,13
1861,	Collingwood Magpies,8,2003-05-17,2003,A,West Coast Eagles,3.0 6.6 12.9 15.13,103,7.5 9.7 12.7 18.11,119,L,-16,Marvel Stadium,39912,15,13,18,11
2163,Collingwood Magpies,2,2016-04-01,2016,H,Richmond Tigers,2.1 3.3 7.7 13.9,87,2.2 3.8 7.12 12.14,86,W,1,Melbourne Cricket Ground,72761,13,9,12,14
2164,Collingwood Magpies,3,2016-04-09,2016,A,St Kilda Saints,4.3 9.4 10.6 14.6,90,6.3 9.6 15.7 18.11,119,L,-29,Melbourne Cricket Ground,50903,14,6,18,11
1894,	Collingwood Magpies,16,2004-07-17,2004,H,Brisbane Lions,2.4 5.5 7.5 11.7,73,1.2 5.7 12.11 16.13,109,L,-36,Melbourne Cricket Ground,34326,11,7,16,13
2166,Collingwood Magpies,5,2016-04-25,2016,H,Essendon Bombers,8.4 14.6 19.8 22.10,142,1.1 2.2 7.4 11.7,73,W,69,Melbourne Cricket Ground,85082,22,10,11,7
2167,Collingwood Magpies,6,2016-05-01,2016,A,West Coast Eagles,1.1 4.3 8.5 9.8,62,6.4 8.8 10.12 18.16,124,L,-62,Domain Stadium,37931,9,8,18,16
2168,Collingwood Magpies,7,2016-05-07,2016,H,Carlton Blues,3.2 6.6 10.7 12.12,84,3.4 8.5 13.8 15.9,99,L,-15,Melbourne Cricket Ground,60222,12,12,15,9
2169,Collingwood Magpies,8,2016-05-14,2016,A,Brisbane Lions,4.9 11.17 15.22 20.23,143,0.0 3.0 7.2 10.5,65,W,78,The Gabba,24552,20,23,10,5
2170,Collingwood Magpies,9,2016-05-21,2016,H,Geelong Cats,7.5 9.5 11.7 16.8,104,0.3 3.7 6.10 11.14,80,W,24,Melbourne Cricket Ground,59864,16,8,11,14
2171,Collingwood Magpies,10,2016-05-29,2016,H,Western Bulldogs,3.1 4.7 6.8 7.11,53,3.0 4.2 6.5 11.8,74,L,-21,Melbourne Cricket Ground,45078,7,11,11,8
1906,	Collingwood Magpies,6,2005-05-01,2005,H,St Kilda Saints,2.5 6.6 8.11 10.11,71,1.4 8.7 12.9 16.13,109,L,-38,Melbourne Cricket Ground,44122,10,11,16,13
2173,Collingwood Magpies,12,2016-06-13,2016,A,Melbourne Demons,4.4 5.4 6.6 8.10,58,2.4 9.6 11.7 16.8,104,L,-46,Melbourne Cricket Ground,60158,8,10,16,8
2174,Collingwood Magpies,14,2016-06-24,2016,H,Fremantle Dockers,3.4 7.8 7.10 12.13,85,0.1 1.4 3.5 5.7,37,W,48,Melbourne Cricket Ground,20320,12,13,5,7
1927,	Collingwood Magpies,5,2006-04-30,2006,H,Port Adelaide Power,6.0 8.2 16.6 18.12,120,4.1 7.7 8.9 11.13,79,W,41,Marvel Stadium,32276,18,12,11,13
2176,Collingwood Magpies,16,2016-07-09,2016,A,Greater Western Sydney Giants,3.2 12.4 18.7 19.11,125,7.2 9.4 11.7 14.9,93,W,32,ENGIE Stadium,13483,19,11,14,9
2178,Collingwood Magpies,18,2016-07-22,2016,H,North Melbourne Kangaroos,2.2 4.4 10.7 12.12,84,6.5 10.7 14.10 18.16,124,L,-40,Marvel Stadium,36041,12,12,18,16
2179,Collingwood Magpies,19,2016-07-30,2016,H,West Coast Eagles,2.5 7.7 8.11 13.13,91,4.2 5.2 9.3 11.6,72,W,19,Melbourne Cricket Ground,34929,13,13,11,6
2180,Collingwood Magpies,20,2016-08-05,2016,A,Richmond Tigers,5.2 6.3 8.7 11.11,77,3.0 7.3 10.7 14.8,92,L,-15,Melbourne Cricket Ground,49122,11,11,14,8
2181,Collingwood Magpies,21,2016-08-12,2016,A,Western Bulldogs,2.4 7.5 11.7 14.8,92,3.3 7.6 11.7 14.11,95,L,-3,Marvel Stadium,35010,14,8,14,11
2182,Collingwood Magpies,22,2016-08-20,2016,H,Gold Coast Suns,7.3 12.8 16.13 16.22,118,0.2 1.6 4.8 6.11,47,W,71,Marvel Stadium,17644,16,22,6,11
